# BLOCK:    VELOCITY:    BLOCK_POFV:    AVE_POFV:    ERROR:
           3        1.24    0.232581    0.261786   0.0633852
           3        1.32    0.255903    0.346123   0.0846662
           3         1.4    0.201157    0.307639   0.0495672
           3        1.48    0.212326    0.304398   0.0878966
           3        1.56    0.197049    0.242882   0.0241041
           3        1.64    0.399884    0.331308   0.0305969
           3        1.72    0.605324    0.476987   0.0569852
           3         1.8     0.46059    0.387095   0.0338953
           3        1.88    0.393866    0.421431   0.0407983
           3        1.96     0.50515    0.501466   0.0386174
           3        2.04    0.421933    0.592863   0.0697855
           3        2.12     0.55353    0.549826  0.00321492
           3         2.2    0.457986    0.352643   0.0430123
           3        2.28    0.275926    0.281559   0.0186114
           3        2.36    0.468808    0.404591   0.0446859
           3        2.44    0.449306    0.469213   0.0297488
           3        2.52    0.315509    0.498495   0.0767231
           3         2.6    0.322222     0.42772   0.0435418
           3        2.68    0.353935    0.349653   0.0509079
           3        2.76    0.383391    0.402218   0.0241702
           3        2.84    0.229282     0.32147   0.0435397
           3        2.92    0.303704    0.279514   0.0125183
           3           3    0.301794    0.305054   0.0088171
           3        3.08    0.256944    0.308295   0.0522405
           3        3.16    0.285012    0.322087    0.040601
           3        3.24    0.173785    0.219695   0.0402333
           3        3.32    0.295428    0.243615   0.0311257
           3         3.4    0.238252    0.157948   0.0328987
           3        3.48    0.122222    0.144367   0.0192025
           3        3.56    0.155382    0.186555    0.012912
           3        3.64    0.098206    0.116512   0.0138515
           3        3.72    0.120313   0.0710262    0.020322
           3         3.8    0.229803    0.106424   0.0503734
           3        3.88    0.197569    0.105787   0.0386809
           3        3.96   0.0990741   0.0855903   0.0139911
           3        4.04    0.056713   0.0763696  0.00993171
           3        4.12    0.105208     0.09049   0.0126848
           3         4.2    0.165914   0.0765625   0.0370274
           3        4.28     0.11765   0.0868634   0.0332906
           3        4.36   0.0233218   0.0326775   0.0125574
           3        4.44   0.0125579   0.0225309  0.00835645
           3        4.52  0.00862269   0.0110725  0.00219201
           3         4.6  0.00665509  0.00671296  0.00118693
           3        4.68  0.00630787  0.00358796  0.00121971
           3        4.76 0.000173611  0.00190972 0.000780714
           3        4.84 0.000694444  0.00177469 0.000882018
           3        4.92 0.000694444  0.00167824  0.00104843
           3           5 0.000578704  0.00856481  0.00668669
           3        5.08  0.00572917   0.0130208  0.00832529
           3        5.16  0.00324074   0.0103781    0.007042
           3        5.24 0.000231481  0.00343364  0.00188932
           3        5.32 0.000231481  0.00353009  0.00152843
           3         5.4 0.000289352  0.00866127  0.00582711
           3        5.48   0.0147569   0.0106289  0.00427461
           3        5.56   0.0412616   0.0149306   0.0107721
           3        5.64   0.0190394   0.0064429  0.00514293
           3        5.72   0.0331597   0.0111111   0.0090014
           3         5.8  0.00416667  0.00152392  0.00108311
           3        5.88 0.000810185 0.000385802 0.000191611
           3        5.96           0  0.00748457  0.00611112
           3        6.04           0  0.00916281   0.0074814
           3        6.12           0  0.00127315  0.00103952
           3         6.2           0 3.85802e-05 3.15006e-05
           3        6.28           0 5.78704e-05  4.7251e-05
           3        6.36           0 5.78704e-05  4.7251e-05
