#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        1450      1.6258     1.73585  0.00644222
        1451     1.62786     1.73578  0.00643821
        1452     1.62994     1.73571  0.00643419
        1453     1.63204     1.73564  0.00643015
        1454     1.63414     1.73557  0.00642611
        1455     1.63623      1.7355  0.00642206
        1456     1.63829     1.73543  0.00641799
        1457      1.6403     1.73537  0.00641392
        1458     1.64225      1.7353  0.00640984
        1459     1.64413     1.73524  0.00640575
        1460     1.64591     1.73518  0.00640165
        1461      1.6476     1.73512  0.00639755
        1462     1.64918     1.73506  0.00639345
        1463     1.65064       1.735  0.00638934
        1464     1.65198     1.73494  0.00638523
        1465     1.65318     1.73489  0.00638111
        1466     1.65424     1.73483    0.006377
        1467     1.65517     1.73478  0.00637288
        1468     1.65596     1.73473  0.00636876
        1469     1.65663     1.73467  0.00636465
        1470     1.65717     1.73462  0.00636054
        1471      1.6576     1.73457  0.00635643
        1472     1.65792     1.73452  0.00635233
        1473     1.65815     1.73446  0.00634823
        1474      1.6583     1.73441  0.00634413
        1475      1.6584     1.73436  0.00634004
        1476     1.65846     1.73431  0.00633595
        1477      1.6585     1.73426  0.00633187
        1478     1.65854     1.73421  0.00632779
        1479      1.6586     1.73416  0.00632372
        1480     1.65871      1.7341  0.00631965
        1481     1.65888     1.73405  0.00631559
        1482     1.65913       1.734  0.00631153
        1483     1.65948     1.73395  0.00630747
        1484     1.65994      1.7339  0.00630342
        1485     1.66051     1.73385  0.00629937
        1486     1.66122      1.7338  0.00629532
        1487     1.66206     1.73376  0.00629127
        1488     1.66302     1.73371  0.00628722
        1489     1.66412     1.73366  0.00628317
        1490     1.66533     1.73362  0.00627912
        1491     1.66664     1.73357  0.00627507
        1492     1.66805     1.73353  0.00627102
        1493     1.66952     1.73348  0.00626697
        1494     1.67105     1.73344  0.00626291
        1495      1.6726      1.7334  0.00625886
        1496     1.67415     1.73336   0.0062548
        1497     1.67567     1.73332  0.00625074
        1498     1.67713     1.73329  0.00624668
        1499     1.67849     1.73325  0.00624262
        1500     1.67973     1.73321  0.00623856
        1501     1.68082     1.73318   0.0062345
        1502     1.68172     1.73314  0.00623044
        1503     1.68242     1.73311  0.00622639
        1504     1.68287     1.73308  0.00622234
        1505     1.68306     1.73304  0.00621829
        1506     1.68297     1.73301  0.00621425
        1507     1.68259     1.73298  0.00621022
        1508     1.68188     1.73294  0.00620619
        1509     1.68086     1.73291  0.00620218
        1510      1.6795     1.73287  0.00619817
        1511     1.67781     1.73284  0.00619418
        1512     1.67578      1.7328  0.00619019
        1513     1.67343     1.73276  0.00618623
        1514     1.67077     1.73272  0.00618228
        1515      1.6678     1.73268  0.00617834
        1516     1.66454     1.73263  0.00617443
        1517     1.66102     1.73258  0.00617054
        1518     1.65725     1.73254  0.00616668
        1519     1.65326     1.73248  0.00616284
        1520     1.64908     1.73243  0.00615903
        1521     1.64474     1.73237  0.00615525
        1522     1.64027     1.73231   0.0061515
        1523     1.63571     1.73225  0.00614779
        1524     1.63108     1.73218  0.00614411
        1525     1.62643     1.73211  0.00614048
        1526     1.62178     1.73204  0.00613688
        1527     1.61717     1.73196  0.00613332
        1528     1.61263     1.73189   0.0061298
        1529      1.6082      1.7318  0.00612633
        1530      1.6039     1.73172  0.00612289
        1531     1.59976     1.73163   0.0061195
        1532     1.59581     1.73155  0.00611615
        1533     1.59207     1.73145  0.00611284
        1534     1.58857     1.73136  0.00610956
        1535     1.58533     1.73127  0.00610632
        1536     1.58236     1.73117  0.00610312
        1537     1.57969     1.73107  0.00609994
        1538     1.57731     1.73097  0.00609679
        1539     1.57523     1.73087  0.00609367
        1540     1.57347     1.73077  0.00609057
        1541     1.57203     1.73066  0.00608749
        1542     1.57091     1.73056  0.00608442
        1543      1.5701     1.73046  0.00608137
        1544     1.56961     1.73035  0.00607832
        1545     1.56943     1.73025  0.00607528
        1546     1.56954     1.73014  0.00607224
        1547     1.56993     1.73004   0.0060692
        1548      1.5706     1.72994  0.00606615
        1549     1.57152     1.72984   0.0060631
        1550     1.57269     1.72973  0.00606003
        1551      1.5741     1.72963  0.00605696
        1552     1.57572     1.72953  0.00605387
        1553     1.57753     1.72944  0.00605076
        1554     1.57953     1.72934  0.00604763
        1555      1.5817     1.72925  0.00604449
        1556     1.58402     1.72915  0.00604133
        1557     1.58647     1.72906  0.00603814
        1558     1.58905     1.72897  0.00603493
        1559     1.59172     1.72888  0.00603171
        1560     1.59448      1.7288  0.00602845
        1561      1.5973     1.72871  0.00602518
        1562     1.60018     1.72863  0.00602189
        1563      1.6031     1.72855  0.00601857
        1564     1.60603     1.72847  0.00601523
        1565     1.60897      1.7284  0.00601187
        1566      1.6119     1.72832  0.00600849
        1567      1.6148     1.72825  0.00600509
        1568     1.61767     1.72818  0.00600168
        1569     1.62048     1.72811  0.00599825
        1570     1.62323     1.72804   0.0059948
        1571      1.6259     1.72798  0.00599133
        1572     1.62849     1.72791  0.00598786
        1573     1.63098     1.72785  0.00598437
        1574     1.63338     1.72779  0.00598087
        1575     1.63566     1.72773  0.00597736
        1576     1.63784     1.72768  0.00597384
        1577      1.6399     1.72762  0.00597031
        1578     1.64184     1.72757  0.00596677
        1579     1.64366     1.72751  0.00596323
        1580     1.64537     1.72746  0.00595968
        1581     1.64696     1.72741  0.00595613
        1582     1.64843     1.72736  0.00595257
        1583     1.64979     1.72731  0.00594901
        1584     1.65104     1.72726  0.00594545
        1585     1.65219     1.72722  0.00594189
        1586     1.65324     1.72717  0.00593833
        1587     1.65421     1.72712  0.00593476
        1588     1.65511     1.72708   0.0059312
        1589     1.65593     1.72703  0.00592764
        1590      1.6567     1.72699  0.00592407
        1591     1.65742     1.72695  0.00592051
        1592      1.6581      1.7269  0.00591695
        1593     1.65877     1.72686  0.00591339
        1594     1.65942     1.72682  0.00590983
        1595     1.66008     1.72678  0.00590627
        1596     1.66075     1.72673  0.00590272
        1597     1.66145     1.72669  0.00589916
        1598     1.66219     1.72665  0.00589561
        1599     1.66297     1.72661  0.00589206
        1600      1.6638     1.72657  0.00588851
        1601      1.6647     1.72654  0.00588496
        1602     1.66565      1.7265   0.0058814
        1603     1.66667     1.72646  0.00587785
        1604     1.66775     1.72642   0.0058743
        1605     1.66889     1.72639  0.00587075
        1606     1.67008     1.72635   0.0058672
        1607     1.67131     1.72632  0.00586365
        1608     1.67257     1.72628   0.0058601
        1609     1.67383     1.72625  0.00585655
        1610     1.67509     1.72622    0.005853
        1611     1.67631     1.72619  0.00584945
        1612     1.67749     1.72616  0.00584589
        1613     1.67859     1.72613  0.00584235
        1614      1.6796      1.7261   0.0058388
        1615     1.68048     1.72607  0.00583525
        1616     1.68122     1.72604   0.0058317
        1617     1.68179     1.72602  0.00582816
        1618     1.68217     1.72599  0.00582462
        1619     1.68232     1.72596  0.00582109
        1620     1.68225     1.72594  0.00581756
        1621     1.68193     1.72591  0.00581403
        1622     1.68134     1.72588  0.00581051
        1623     1.68048     1.72585    0.005807
        1624     1.67934     1.72583  0.00580349
        1625     1.67791      1.7258      0.0058
        1626      1.6762     1.72577  0.00579651
        1627     1.67422     1.72573  0.00579303
        1628     1.67197      1.7257  0.00578957
        1629     1.66945     1.72567  0.00578612
        1630      1.6667     1.72563  0.00578268
        1631     1.66372     1.72559  0.00577926
        1632     1.66053     1.72555  0.00577586
        1633     1.65715     1.72551  0.00577247
        1634     1.65363     1.72547  0.00576911
        1635     1.64997     1.72542  0.00576576
        1636     1.64622     1.72537  0.00576244
        1637     1.64239     1.72532  0.00575915
        1638     1.63853     1.72527  0.00575587
        1639     1.63466     1.72521  0.00575263
        1640     1.63082     1.72515  0.00574941
        1641     1.62703      1.7251  0.00574621
        1642     1.62333     1.72503  0.00574305
        1643     1.61974     1.72497  0.00573991
        1644     1.61629      1.7249   0.0057368
        1645       1.613     1.72483  0.00573372
        1646      1.6099     1.72477  0.00573066
        1647       1.607     1.72469  0.00572763
        1648     1.60433     1.72462  0.00572462
        1649     1.60189     1.72455  0.00572163
        1650     1.59969     1.72447  0.00571866
        1651     1.59776     1.72439  0.00571571
        1652     1.59609     1.72432  0.00571278
        1653     1.59468     1.72424  0.00570986
        1654     1.59355     1.72416  0.00570696
        1655     1.59269     1.72408  0.00570406
        1656     1.59208       1.724  0.00570117
        1657     1.59174     1.72392  0.00569829
        1658     1.59164     1.72384  0.00569541
        1659     1.59179     1.72376  0.00569254
        1660     1.59216     1.72368  0.00568966
        1661     1.59276      1.7236  0.00568678
        1662     1.59356     1.72352   0.0056839
        1663     1.59455     1.72345  0.00568101
        1664     1.59572     1.72337  0.00567811
        1665     1.59705     1.72329  0.00567521
        1666     1.59853     1.72322   0.0056723
        1667     1.60014     1.72314  0.00566937
        1668     1.60186     1.72307  0.00566644
        1669     1.60369       1.723   0.0056635
        1670      1.6056     1.72293  0.00566054
        1671     1.60758     1.72286  0.00565758
        1672     1.60962     1.72279   0.0056546
        1673      1.6117     1.72273  0.00565161
        1674     1.61381     1.72266  0.00564861
        1675     1.61594      1.7226  0.00564559
        1676     1.61809     1.72254  0.00564257
        1677     1.62023     1.72248  0.00563953
        1678     1.62237     1.72242  0.00563649
        1679      1.6245     1.72236  0.00563343
        1680     1.62662      1.7223  0.00563037
        1681     1.62872     1.72224  0.00562729
        1682     1.63079     1.72219  0.00562421
        1683     1.63286     1.72214  0.00562112
        1684      1.6349     1.72209  0.00561802
        1685     1.63694     1.72203  0.00561491
        1686     1.63897     1.72199   0.0056118
        1687     1.64101     1.72194  0.00560868
        1688     1.64307     1.72189  0.00560555
        1689     1.64515     1.72185  0.00560241
        1690     1.64729      1.7218  0.00559927
        1691     1.64948     1.72176  0.00559613
        1692     1.65175     1.72172  0.00559297
        1693     1.65411     1.72168  0.00558981
        1694     1.65658     1.72164  0.00558664
        1695     1.65918      1.7216  0.00558347
        1696     1.66191     1.72157  0.00558029
        1697      1.6648     1.72153   0.0055771
        1698     1.66785      1.7215   0.0055739
        1699     1.67107     1.72147   0.0055707
        1700     1.67446     1.72144  0.00556749
        1701     1.67802     1.72142  0.00556428
        1702     1.68175      1.7214  0.00556106
        1703     1.68563     1.72137  0.00555783
        1704     1.68965     1.72136   0.0055546
        1705     1.69379     1.72134  0.00555137
        1706     1.69802     1.72133  0.00554813
        1707     1.70233     1.72131  0.00554489
        1708     1.70668     1.72131  0.00554165
        1709     1.71104      1.7213  0.00553841
        1710     1.71539      1.7213  0.00553518
        1711     1.71969      1.7213  0.00553194
        1712      1.7239      1.7213  0.00552871
        1713     1.72801      1.7213  0.00552548
        1714     1.73197     1.72131  0.00552226
        1715     1.73577     1.72132  0.00551905
        1716     1.73938     1.72133  0.00551584
        1717     1.74277     1.72134  0.00551264
        1718     1.74594     1.72135  0.00550945
        1719     1.74885     1.72137  0.00550627
        1720     1.75151     1.72139   0.0055031
        1721      1.7539     1.72141  0.00549993
        1722     1.75602     1.72143  0.00549678
        1723     1.75785     1.72145  0.00549363
        1724      1.7594     1.72147  0.00549049
        1725     1.76067     1.72149  0.00548735
        1726     1.76166     1.72151  0.00548422
        1727     1.76238     1.72154  0.00548109
        1728     1.76283     1.72156  0.00547797
        1729     1.76301     1.72159  0.00547486
        1730     1.76294     1.72161  0.00547175
        1731     1.76262     1.72163  0.00546864
        1732     1.76207     1.72166  0.00546553
        1733     1.76128     1.72168  0.00546242
        1734     1.76028      1.7217  0.00545932
        1735     1.75906     1.72172  0.00545621
        1736     1.75764     1.72174  0.00545311
        1737     1.75603     1.72176  0.00545001
        1738     1.75424     1.72178   0.0054469
        1739     1.75227      1.7218   0.0054438
        1740     1.75013     1.72182  0.00544069
        1741     1.74784     1.72183  0.00543759
        1742      1.7454     1.72185  0.00543449
        1743     1.74282     1.72186  0.00543138
        1744      1.7401     1.72187  0.00542828
        1745     1.73725     1.72188  0.00542517
        1746     1.73428     1.72188  0.00542207
        1747      1.7312     1.72189  0.00541897
        1748     1.72801     1.72189  0.00541587
        1749     1.72471     1.72189  0.00541277
        1750     1.72132     1.72189  0.00540968
        1751     1.71783     1.72189  0.00540659
        1752     1.71427     1.72189  0.00540351
        1753     1.71062     1.72188  0.00540043
        1754      1.7069     1.72187  0.00539736
        1755     1.70311     1.72186  0.00539429
        1756     1.69926     1.72185  0.00539124
        1757     1.69535     1.72183  0.00538819
        1758      1.6914     1.72182  0.00538515
        1759      1.6874      1.7218  0.00538213
        1760     1.68337     1.72177  0.00537911
        1761      1.6793     1.72175  0.00537611
        1762     1.67521     1.72172  0.00537313
        1763      1.6711      1.7217  0.00537015
        1764     1.66698     1.72166   0.0053672
        1765     1.66285     1.72163  0.00536426
        1766     1.65872      1.7216  0.00536134
        1767      1.6546     1.72156  0.00535844
        1768     1.65049     1.72152  0.00535556
        1769      1.6464     1.72148   0.0053527
        1770     1.64233     1.72143  0.00534987
        1771      1.6383     1.72138  0.00534705
        1772     1.63431     1.72133  0.00534426
        1773     1.63036     1.72128  0.00534149
        1774     1.62646     1.72123  0.00533875
        1775     1.62263     1.72117  0.00533603
        1776     1.61886     1.72112  0.00533334
        1777     1.61516     1.72106  0.00533067
        1778     1.61155       1.721  0.00532803
        1779     1.60802     1.72093  0.00532541
        1780      1.6046     1.72087  0.00532282
        1781     1.60128      1.7208  0.00532025
        1782     1.59809     1.72073  0.00531771
        1783     1.59502     1.72066   0.0053152
        1784     1.59209     1.72059  0.00531271
        1785      1.5893     1.72051  0.00531024
        1786     1.58668     1.72044   0.0053078
        1787     1.58423     1.72036  0.00530537
        1788     1.58195     1.72029  0.00530297
        1789     1.57986     1.72021  0.00530059
        1790     1.57797     1.72013  0.00529822
        1791     1.57628     1.72005  0.00529587
        1792     1.57481     1.71997  0.00529354
        1793     1.57355     1.71988  0.00529121
        1794     1.57251      1.7198   0.0052889
        1795      1.5717     1.71972   0.0052866
        1796     1.57111     1.71964   0.0052843
        1797     1.57075     1.71955  0.00528201
        1798      1.5706     1.71947  0.00527972
        1799     1.57068     1.71939  0.00527744
        1800     1.57097     1.71931  0.00527515
        1801     1.57146     1.71922  0.00527286
        1802     1.57215     1.71914  0.00527056
        1803     1.57303     1.71906  0.00526826
        1804     1.57407     1.71898  0.00526596
        1805     1.57528      1.7189  0.00526364
        1806     1.57663     1.71882  0.00526132
        1807     1.57811     1.71875  0.00525898
        1808     1.57971     1.71867  0.00525663
        1809     1.58141     1.71859  0.00525428
        1810     1.58319     1.71852  0.00525191
        1811     1.58503     1.71844  0.00524952
        1812     1.58692     1.71837  0.00524713
        1813     1.58885      1.7183  0.00524472
        1814     1.59079     1.71823   0.0052423
        1815     1.59274     1.71816  0.00523987
        1816     1.59469     1.71809  0.00523742
        1817     1.59661     1.71803  0.00523497
        1818     1.59851     1.71796   0.0052325
        1819     1.60037      1.7179  0.00523002
        1820     1.60217     1.71783  0.00522754
        1821     1.60392     1.71777  0.00522504
        1822     1.60561     1.71771  0.00522253
        1823     1.60723     1.71765  0.00522002
        1824     1.60878     1.71759   0.0052175
        1825     1.61025     1.71753  0.00521497
        1826     1.61165     1.71747  0.00521244
        1827     1.61297     1.71741   0.0052099
        1828     1.61421     1.71736  0.00520736
        1829     1.61537      1.7173  0.00520481
        1830     1.61646     1.71725  0.00520225
        1831     1.61748     1.71719   0.0051997
        1832     1.61842     1.71714  0.00519714
        1833      1.6193     1.71708  0.00519458
        1834     1.62013     1.71703  0.00519202
        1835      1.6209     1.71698  0.00518945
        1836     1.62164     1.71693  0.00518688
        1837     1.62234     1.71688  0.00518432
        1838     1.62302     1.71682  0.00518175
        1839     1.62369     1.71677  0.00517918
        1840     1.62438     1.71672  0.00517661
        1841     1.62509     1.71667  0.00517403
        1842     1.62584     1.71662  0.00517146
        1843     1.62665     1.71658  0.00516888
        1844     1.62754     1.71653  0.00516631
        1845     1.62852     1.71648  0.00516373
        1846     1.62964     1.71643  0.00516114
        1847     1.63089     1.71639  0.00515856
        1848     1.63231     1.71634  0.00515597
        1849     1.63392      1.7163  0.00515337
        1850     1.63573     1.71625  0.00515077
        1851     1.63777     1.71621  0.00514816
        1852     1.64004     1.71617  0.00514554
        1853     1.64257     1.71613  0.00514292
        1854     1.64536     1.71609  0.00514029
        1855     1.64841     1.71605  0.00513765
        1856     1.65174     1.71602    0.005135
        1857     1.65533     1.71599  0.00513233
        1858     1.65918     1.71596  0.00512966
        1859     1.66328     1.71593  0.00512698
        1860     1.66761      1.7159  0.00512429
        1861     1.67216     1.71588  0.00512159
        1862      1.6769     1.71586  0.00511888
        1863     1.68181     1.71584  0.00511617
        1864     1.68686     1.71582  0.00511345
        1865     1.69201     1.71581  0.00511072
        1866     1.69724      1.7158  0.00510799
        1867     1.70253     1.71579  0.00510526
        1868     1.70782     1.71579  0.00510253
        1869      1.7131     1.71579   0.0050998
        1870     1.71833     1.71579  0.00509707
        1871     1.72349     1.71579  0.00509435
        1872     1.72853      1.7158  0.00509163
        1873     1.73344     1.71581  0.00508892
        1874     1.73818     1.71582  0.00508622
        1875     1.74274     1.71584  0.00508353
        1876     1.74708     1.71585  0.00508085
        1877      1.7512     1.71587  0.00507818
        1878     1.75506     1.71589  0.00507551
        1879     1.75865     1.71592  0.00507286
        1880     1.76196     1.71594  0.00507023
        1881     1.76496     1.71597   0.0050676
        1882     1.76765     1.71599  0.00506498
        1883     1.77001     1.71602  0.00506237
        1884     1.77204     1.71605  0.00505977
        1885     1.77373     1.71608  0.00505718
        1886     1.77507     1.71611  0.00505459
        1887     1.77607     1.71615  0.00505202
        1888     1.77671     1.71618  0.00504944
        1889     1.77701     1.71621  0.00504687
        1890     1.77697     1.71624   0.0050443
        1891     1.77659     1.71627  0.00504174
        1892     1.77589     1.71631  0.00503917
        1893     1.77489     1.71634   0.0050366
        1894     1.77359     1.71637  0.00503403
        1895     1.77202      1.7164  0.00503146
        1896     1.77021     1.71642  0.00502889
        1897     1.76818     1.71645  0.00502631
        1898     1.76595     1.71648  0.00502373
        1899     1.76356      1.7165  0.00502115
        1900     1.76103     1.71653  0.00501856
        1901     1.75839     1.71655  0.00501597
        1902     1.75568     1.71657  0.00501337
        1903     1.75291     1.71659  0.00501078
        1904     1.75012     1.71661  0.00500817
        1905     1.74733     1.71662  0.00500557
        1906     1.74457     1.71664  0.00500297
        1907     1.74184     1.71665  0.00500036
        1908     1.73918     1.71666  0.00499775
        1909     1.73659     1.71667  0.00499515
        1910     1.73408     1.71668  0.00499254
        1911     1.73166     1.71669  0.00498993
        1912     1.72933      1.7167  0.00498733
        1913      1.7271      1.7167  0.00498472
        1914     1.72494     1.71671  0.00498212
        1915     1.72287     1.71671  0.00497952
        1916     1.72087     1.71671  0.00497692
        1917     1.71894     1.71671  0.00497433
        1918     1.71707     1.71671  0.00497173
        1919     1.71525     1.71671  0.00496914
        1920     1.71346     1.71671  0.00496655
        1921      1.7117     1.71671  0.00496397
        1922     1.70995      1.7167  0.00496139
        1923     1.70821      1.7167  0.00495881
        1924     1.70647     1.71669  0.00495624
        1925     1.70472     1.71669  0.00495367
        1926     1.70296     1.71668   0.0049511
        1927     1.70117     1.71667  0.00494854
        1928     1.69936     1.71666  0.00494598
        1929     1.69751     1.71665  0.00494342
        1930     1.69563     1.71664  0.00494087
        1931     1.69371     1.71663  0.00493833
        1932     1.69176     1.71662  0.00493579
        1933     1.68976      1.7166  0.00493326
        1934     1.68773     1.71659  0.00493073
        1935     1.68566     1.71657  0.00492821
        1936     1.68356     1.71656  0.00492569
        1937     1.68143     1.71654  0.00492318
        1938     1.67929     1.71652  0.00492068
        1939     1.67714      1.7165  0.00491818
        1940     1.67498     1.71648  0.00491569
        1941     1.67284     1.71645  0.00491321
        1942     1.67071     1.71643  0.00491074
        1943     1.66862     1.71641  0.00490827
        1944     1.66658     1.71638  0.00490581
        1945      1.6646     1.71635  0.00490336
        1946     1.66269     1.71633  0.00490092
        1947     1.66087      1.7163  0.00489849
        1948     1.65916     1.71627  0.00489606
        1949     1.65757     1.71624  0.00489364
        1950     1.65612     1.71621  0.00489123
        1951     1.65482     1.71618  0.00488882
        1952     1.65368     1.71614  0.00488642
        1953     1.65272     1.71611  0.00488403
        1954     1.65195     1.71608  0.00488164
        1955     1.65139     1.71605  0.00487926
        1956     1.65104     1.71601  0.00487687
        1957     1.65092     1.71598   0.0048745
        1958     1.65104     1.71595  0.00487212
        1959     1.65141     1.71591  0.00486974
        1960     1.65203     1.71588  0.00486737
        1961     1.65292     1.71585  0.00486499
        1962     1.65408     1.71582  0.00486261
        1963     1.65552     1.71579  0.00486023
        1964     1.65724     1.71576  0.00485785
        1965     1.65925     1.71573  0.00485546
        1966     1.66155      1.7157  0.00485307
        1967     1.66413     1.71567  0.00485068
        1968     1.66699     1.71565  0.00484827
        1969     1.67013     1.71563  0.00484587
        1970     1.67354      1.7156  0.00484345
        1971     1.67719     1.71558  0.00484104
        1972     1.68108     1.71557  0.00483861
        1973     1.68518     1.71555  0.00483618
        1974     1.68947     1.71554  0.00483375
        1975     1.69392     1.71553  0.00483132
        1976      1.6985     1.71552  0.00482888
        1977     1.70317     1.71551  0.00482644
        1978     1.70791     1.71551    0.004824
        1979     1.71267     1.71551  0.00482157
        1980     1.71742     1.71551  0.00481913
        1981     1.72212     1.71551   0.0048167
        1982     1.72675     1.71552  0.00481427
        1983     1.73127     1.71553  0.00481185
        1984     1.73565     1.71554  0.00480944
        1985     1.73986     1.71555  0.00480703
        1986     1.74388     1.71556  0.00480463
        1987     1.74769     1.71558  0.00480224
        1988     1.75127      1.7156  0.00479986
        1989     1.75463     1.71562  0.00479748
        1990     1.75773     1.71564  0.00479512
        1991     1.76058     1.71566  0.00479276
        1992     1.76318     1.71568  0.00479042
        1993     1.76553     1.71571  0.00478808
        1994     1.76764     1.71573  0.00478575
        1995      1.7695     1.71576  0.00478343
        1996     1.77112     1.71579  0.00478111
        1997     1.77251     1.71582   0.0047788
        1998     1.77367     1.71585   0.0047765
        1999     1.77462     1.71588   0.0047742
        2000     1.77535     1.71591   0.0047719
