#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         738     1.76684     1.77133   0.0121458
         739     1.76406     1.77132   0.0121293
         740     1.76125     1.77131   0.0121129
         741     1.75845     1.77129   0.0120966
         742     1.75566     1.77127   0.0120803
         743     1.75292     1.77125   0.0120641
         744     1.75025     1.77122   0.0120479
         745     1.74768     1.77119   0.0120318
         746     1.74523     1.77115   0.0120157
         747     1.74292     1.77112   0.0119997
         748     1.74077     1.77107   0.0119837
         749     1.73879     1.77103   0.0119678
         750     1.73701     1.77099   0.0119519
         751     1.73543     1.77094   0.0119361
         752     1.73408     1.77089   0.0119203
         753     1.73294     1.77084   0.0119046
         754     1.73205     1.77079   0.0118889
         755     1.73138     1.77074   0.0118733
         756     1.73095     1.77068   0.0118577
         757     1.73075     1.77063   0.0118421
         758     1.73078     1.77058   0.0118266
         759     1.73101     1.77053   0.0118112
         760     1.73144     1.77047   0.0117957
         761     1.73204     1.77042   0.0117804
         762     1.73281     1.77037    0.011765
         763     1.73371     1.77033   0.0117497
         764     1.73473     1.77028   0.0117344
         765     1.73584     1.77023   0.0117191
         766     1.73702     1.77019   0.0117039
         767     1.73825     1.77015   0.0116887
         768      1.7395     1.77011   0.0116736
         769     1.74076     1.77007   0.0116585
         770     1.74199     1.77004   0.0116434
         771     1.74319        1.77   0.0116283
         772     1.74434     1.76997   0.0116133
         773     1.74542     1.76994   0.0115983
         774     1.74642     1.76991   0.0115834
         775     1.74732     1.76988   0.0115685
         776     1.74814     1.76985   0.0115536
         777     1.74885     1.76982   0.0115388
         778     1.74944     1.76979    0.011524
         779     1.74993     1.76977   0.0115092
         780     1.75031     1.76974   0.0114945
         781     1.75057     1.76972   0.0114798
         782     1.75072      1.7697   0.0114651
         783     1.75077     1.76967   0.0114505
         784     1.75071     1.76965   0.0114359
         785     1.75056     1.76962   0.0114214
         786     1.75031      1.7696   0.0114069
         787     1.74999     1.76957   0.0113924
         788      1.7496     1.76955    0.011378
         789     1.74914     1.76952   0.0113636
         790     1.74864      1.7695   0.0113492
         791      1.7481     1.76947   0.0113349
         792     1.74753     1.76944   0.0113207
         793     1.74696     1.76941   0.0113064
         794     1.74638     1.76938   0.0112922
         795     1.74583     1.76935    0.011278
         796     1.74532     1.76932   0.0112639
         797     1.74485     1.76929   0.0112498
         798     1.74446     1.76926   0.0112358
         799     1.74414     1.76923   0.0112218
         800     1.74393      1.7692   0.0112078
         801     1.74383     1.76917   0.0111938
         802     1.74384     1.76914   0.0111799
         803     1.74398      1.7691    0.011166
         804     1.74426     1.76907   0.0111522
         805     1.74468     1.76904   0.0111384
         806     1.74524     1.76901   0.0111246
         807     1.74595     1.76899   0.0111108
         808      1.7468     1.76896   0.0110971
         809     1.74778     1.76893   0.0110834
         810     1.74889     1.76891   0.0110698
         811     1.75012     1.76888   0.0110562
         812     1.75145     1.76886   0.0110426
         813     1.75288     1.76884    0.011029
         814     1.75438     1.76882   0.0110155
         815     1.75594     1.76881    0.011002
         816     1.75755     1.76879   0.0109885
         817     1.75918     1.76878    0.010975
         818     1.76082     1.76877   0.0109616
         819     1.76246     1.76877   0.0109482
         820     1.76407     1.76876   0.0109349
         821     1.76565     1.76876   0.0109216
         822     1.76717     1.76875   0.0109083
         823     1.76864     1.76875    0.010895
         824     1.77003     1.76876   0.0108818
         825     1.77134     1.76876   0.0108686
         826     1.77257     1.76876   0.0108555
         827     1.77371     1.76877   0.0108423
         828     1.77475     1.76878   0.0108293
         829      1.7757     1.76879   0.0108162
         830     1.77655     1.76879   0.0108032
         831     1.77732      1.7688   0.0107902
         832     1.77799     1.76882   0.0107772
         833     1.77859     1.76883   0.0107643
         834      1.7791     1.76884   0.0107514
         835     1.77956     1.76885   0.0107385
         836     1.77995     1.76887   0.0107257
         837     1.78029     1.76888   0.0107129
         838     1.78059     1.76889   0.0107001
         839     1.78086     1.76891   0.0106873
         840     1.78111     1.76892   0.0106746
         841     1.78134     1.76894   0.0106619
         842     1.78156     1.76895   0.0106493
         843      1.7818     1.76897   0.0106367
         844     1.78205     1.76898   0.0106241
         845     1.78232       1.769   0.0106115
         846     1.78263     1.76901    0.010599
         847     1.78297     1.76903   0.0105865
         848     1.78337     1.76905    0.010574
         849     1.78383     1.76907   0.0105616
         850     1.78435     1.76908   0.0105492
         851     1.78494      1.7691   0.0105368
         852      1.7856     1.76912   0.0105244
         853     1.78635     1.76914   0.0105121
         854     1.78717     1.76916   0.0104998
         855     1.78808     1.76918   0.0104876
         856     1.78908     1.76921   0.0104754
         857     1.79017     1.76923   0.0104632
         858     1.79135     1.76926    0.010451
         859     1.79261     1.76929   0.0104389
         860     1.79394     1.76931   0.0104268
         861     1.79536     1.76934   0.0104147
         862     1.79684     1.76938   0.0104027
         863     1.79838     1.76941   0.0103907
         864     1.79998     1.76945   0.0103787
         865     1.80162     1.76948   0.0103668
         866     1.80328     1.76952   0.0103549
         867     1.80497     1.76956    0.010343
         868     1.80665     1.76961   0.0103312
         869     1.80833     1.76965   0.0103194
         870     1.80997      1.7697   0.0103076
         871     1.81158     1.76974   0.0102959
         872     1.81312     1.76979   0.0102842
         873     1.81459     1.76985   0.0102726
         874     1.81596      1.7699    0.010261
         875     1.81724     1.76995   0.0102494
         876     1.81838     1.77001   0.0102378
         877     1.81939     1.77006   0.0102263
         878     1.82025     1.77012   0.0102148
         879     1.82094     1.77018   0.0102034
         880     1.82146     1.77024   0.0101919
         881     1.82178      1.7703   0.0101805
         882     1.82191     1.77035   0.0101691
         883     1.82184     1.77041   0.0101578
         884     1.82156     1.77047   0.0101465
         885     1.82106     1.77053   0.0101352
         886     1.82035     1.77058   0.0101239
         887     1.81941     1.77064   0.0101126
         888     1.81825     1.77069   0.0101014
         889     1.81687     1.77074   0.0100901
         890     1.81527     1.77079   0.0100789
         891     1.81346     1.77084   0.0100677
         892     1.81143     1.77089   0.0100566
         893     1.80919     1.77093   0.0100454
         894     1.80674     1.77097   0.0100342
         895     1.80408     1.77101   0.0100231
         896     1.80123     1.77104    0.010012
         897     1.79817     1.77107   0.0100008
         898     1.79492      1.7711  0.00998973
         899     1.79148     1.77112  0.00997865
         900     1.78784     1.77114  0.00996758
         901     1.78401     1.77115  0.00995652
         902     1.77999     1.77116  0.00994549
         903     1.77577     1.77117  0.00993448
         904     1.77135     1.77117  0.00992349
         905     1.76672     1.77116  0.00991253
         906     1.76189     1.77115  0.00990159
         907     1.75685     1.77114  0.00989069
         908     1.75158     1.77112  0.00987982
         909     1.74608     1.77109  0.00986899
         910     1.74035     1.77105   0.0098582
         911     1.73436     1.77101  0.00984746
         912     1.72812     1.77097  0.00983677
         913     1.72161     1.77091  0.00982615
         914     1.71482     1.77085  0.00981559
         915     1.70775     1.77078   0.0098051
         916     1.70039     1.77071   0.0097947
         917     1.69273     1.77062  0.00978439
         918     1.68478     1.77053  0.00977418
         919     1.67653     1.77043  0.00976408
         920     1.66798     1.77031   0.0097541
         921     1.65915     1.77019  0.00974425
         922     1.65002     1.77006  0.00973456
         923     1.64062     1.76992  0.00972502
         924     1.63096     1.76977  0.00971566
         925     1.62105     1.76961  0.00970649
         926     1.61092     1.76944  0.00969752
         927     1.60059     1.76926  0.00968877
         928      1.5901     1.76907  0.00968025
         929     1.57948     1.76886  0.00967198
         930     1.56876     1.76865  0.00966397
         931       1.558     1.76842  0.00965624
         932     1.54725     1.76818   0.0096488
         933     1.53657     1.76793  0.00964165
         934       1.526     1.76768   0.0096348
         935     1.51561     1.76741  0.00962827
         936     1.50546     1.76713  0.00962205
         937     1.49562     1.76684  0.00961614
         938     1.48614     1.76654  0.00961055
         939      1.4771     1.76623  0.00960525
         940     1.46854     1.76591  0.00960025
         941     1.46052     1.76559  0.00959553
         942     1.45309     1.76526  0.00959108
         943     1.44629     1.76492  0.00958687
         944     1.44016     1.76457  0.00958289
         945      1.4347     1.76422   0.0095791
         946     1.42994     1.76387  0.00957549
         947     1.42589     1.76351  0.00957203
         948     1.42255     1.76315  0.00956869
         949      1.4199     1.76279  0.00956544
         950     1.41794     1.76243  0.00956225
         951     1.41665     1.76207  0.00955911
         952     1.41601      1.7617  0.00955598
         953     1.41601     1.76134  0.00955283
         954     1.41662     1.76098  0.00954965
         955     1.41784     1.76062  0.00954641
         956     1.41965     1.76026  0.00954308
         957     1.42204     1.75991  0.00953965
         958     1.42501     1.75956   0.0095361
         959     1.42854     1.75921   0.0095324
         960     1.43263     1.75887  0.00952854
         961     1.43729     1.75854   0.0095245
         962     1.44251     1.75821  0.00952026
         963     1.44829     1.75789  0.00951581
         964     1.45462     1.75757  0.00951114
         965      1.4615     1.75727  0.00950623
         966     1.46893     1.75697  0.00950108
         967     1.47688     1.75668  0.00949566
         968     1.48534      1.7564  0.00948999
         969      1.4943     1.75613  0.00948405
         970     1.50373     1.75587  0.00947784
         971      1.5136     1.75562  0.00947136
         972     1.52387     1.75538  0.00946462
         973     1.53451     1.75515  0.00945762
         974     1.54548     1.75494  0.00945036
         975     1.55671     1.75473  0.00944285
         976     1.56818     1.75454  0.00943511
         977     1.57981     1.75436  0.00942715
         978     1.59155      1.7542  0.00941898
         979     1.60335     1.75404  0.00941062
         980     1.61515      1.7539  0.00940208
         981     1.62688     1.75377  0.00939339
         982     1.63849     1.75366  0.00938456
         983     1.64992     1.75355   0.0093756
         984     1.66112     1.75346  0.00936654
         985     1.67202     1.75337   0.0093574
         986     1.68259      1.7533  0.00934819
         987     1.69276     1.75324  0.00933892
         988     1.70251     1.75319   0.0093296
         989     1.71179     1.75315  0.00932026
         990     1.72057     1.75311  0.00931091
         991     1.72882     1.75309  0.00930155
         992     1.73651     1.75307  0.00929218
         993     1.74362     1.75306  0.00928283
         994     1.75015     1.75306  0.00927349
         995     1.75606     1.75306  0.00926417
         996     1.76137     1.75307  0.00925488
         997     1.76607     1.75309   0.0092456
         998     1.77015      1.7531  0.00923635
         999     1.77362     1.75312  0.00922713
        1000      1.7765     1.75315  0.00921793
        1001      1.7788     1.75317  0.00920876
        1002     1.78053      1.7532  0.00919961
        1003     1.78171     1.75323  0.00919048
        1004     1.78235     1.75326  0.00918137
        1005      1.7825     1.75329  0.00917228
        1006     1.78216     1.75331  0.00916321
        1007     1.78137     1.75334  0.00915415
        1008     1.78015     1.75337  0.00914511
        1009     1.77853     1.75339  0.00913608
        1010     1.77653     1.75342  0.00912706
        1011     1.77417     1.75344  0.00911806
        1012     1.77149     1.75345  0.00910907
        1013      1.7685     1.75347  0.00910009
        1014     1.76523     1.75348  0.00909112
        1015     1.76169     1.75349  0.00908217
        1016     1.75791     1.75349  0.00907323
        1017     1.75389     1.75349  0.00906431
        1018     1.74966     1.75349   0.0090554
        1019     1.74522     1.75348  0.00904652
        1020     1.74059     1.75347  0.00903766
        1021     1.73578     1.75345  0.00902883
        1022      1.7308     1.75343  0.00902002
        1023     1.72566      1.7534  0.00901124
        1024     1.72036     1.75337   0.0090025
        1025     1.71492     1.75333   0.0089938
        1026     1.70934     1.75329  0.00898513
        1027     1.70365     1.75324  0.00897651
        1028     1.69787     1.75319  0.00896794
        1029     1.69199     1.75313  0.00895942
        1030     1.68606     1.75306  0.00895096
        1031     1.68008     1.75299  0.00894256
        1032     1.67409     1.75292  0.00893422
        1033     1.66811     1.75283  0.00892595
        1034     1.66218     1.75275  0.00891775
        1035     1.65632     1.75265  0.00890962
        1036     1.65056     1.75255  0.00890156
        1037     1.64495     1.75245  0.00889358
        1038     1.63953     1.75234  0.00888568
        1039     1.63432     1.75223  0.00887786
        1040     1.62938     1.75211  0.00887011
        1041     1.62474     1.75199  0.00886243
        1042     1.62044     1.75186  0.00885482
        1043     1.61652     1.75173  0.00884728
        1044     1.61301      1.7516  0.00883981
        1045     1.60994     1.75146  0.00883239
        1046     1.60735     1.75133  0.00882502
        1047     1.60527     1.75119  0.00881769
        1048     1.60372     1.75105   0.0088104
        1049     1.60272      1.7509  0.00880314
        1050     1.60227     1.75076  0.00879589
        1051      1.6024     1.75062  0.00878865
        1052     1.60311     1.75048  0.00878142
        1053     1.60439     1.75034  0.00877417
        1054     1.60624     1.75021  0.00876691
        1055     1.60864     1.75007  0.00875963
        1056     1.61158     1.74994  0.00875232
        1057     1.61504     1.74981  0.00874497
        1058       1.619     1.74969  0.00873758
        1059     1.62341     1.74957  0.00873014
        1060     1.62826     1.74946  0.00872265
        1061      1.6335     1.74935  0.00871512
        1062     1.63909     1.74924  0.00870753
        1063       1.645     1.74914  0.00869989
        1064     1.65117     1.74905   0.0086922
        1065     1.65756     1.74897  0.00868446
        1066     1.66414     1.74889  0.00867668
        1067     1.67085     1.74881  0.00866886
        1068     1.67766     1.74875    0.008661
        1069     1.68451     1.74869   0.0086531
        1070     1.69138     1.74863  0.00864518
        1071      1.6982     1.74859  0.00863724
        1072     1.70495     1.74855  0.00862928
        1073     1.71159     1.74851   0.0086213
        1074     1.71808     1.74848  0.00861332
        1075     1.72439     1.74846  0.00860534
        1076     1.73047     1.74844  0.00859736
        1077     1.73631     1.74843  0.00858938
        1078     1.74188     1.74843  0.00858142
        1079     1.74714     1.74843  0.00857346
        1080     1.75209     1.74843  0.00856553
        1081     1.75668     1.74844  0.00855761
        1082     1.76092     1.74845   0.0085497
        1083     1.76478     1.74846  0.00854182
        1084     1.76825     1.74848  0.00853396
        1085     1.77132      1.7485  0.00852612
        1086     1.77399     1.74853  0.00851831
        1087     1.77625     1.74855  0.00851051
        1088      1.7781     1.74858  0.00850273
        1089     1.77955     1.74861  0.00849497
        1090     1.78059     1.74864  0.00848722
        1091     1.78124     1.74867   0.0084795
        1092      1.7815      1.7487  0.00847179
        1093     1.78138     1.74873  0.00846409
        1094     1.78091     1.74876   0.0084564
        1095     1.78009     1.74878  0.00844873
        1096     1.77895     1.74881  0.00844106
        1097     1.77749     1.74884  0.00843341
        1098     1.77575     1.74886  0.00842577
        1099     1.77374     1.74888  0.00841813
        1100     1.77149     1.74891   0.0084105
        1101     1.76902     1.74892  0.00840288
        1102     1.76635     1.74894  0.00839527
        1103     1.76352     1.74895  0.00838767
        1104     1.76054     1.74896  0.00838008
        1105     1.75745     1.74897   0.0083725
        1106     1.75427     1.74898  0.00836493
        1107     1.75102     1.74898  0.00835737
        1108     1.74773     1.74898  0.00834983
        1109     1.74442     1.74897   0.0083423
        1110     1.74112     1.74897  0.00833479
        1111     1.73784     1.74896   0.0083273
        1112     1.73461     1.74894  0.00831982
        1113     1.73144     1.74893  0.00831236
        1114     1.72836     1.74891  0.00830492
        1115     1.72537     1.74889  0.00829749
        1116     1.72249     1.74886  0.00829009
        1117     1.71974     1.74884  0.00828271
        1118      1.7171     1.74881  0.00827535
        1119      1.7146     1.74878  0.00826801
        1120     1.71223     1.74875  0.00826069
        1121        1.71     1.74871   0.0082534
        1122     1.70789     1.74867  0.00824612
        1123     1.70592     1.74864  0.00823887
        1124     1.70406      1.7486  0.00823163
        1125     1.70232     1.74856  0.00822442
        1126     1.70067     1.74851  0.00821722
        1127     1.69911     1.74847  0.00821005
        1128     1.69763     1.74842   0.0082029
        1129      1.6962     1.74838  0.00819576
        1130     1.69483     1.74833  0.00818864
        1131     1.69348     1.74828  0.00818155
        1132     1.69216     1.74823  0.00817447
        1133     1.69084     1.74818  0.00816741
        1134      1.6895     1.74813  0.00816037
        1135     1.68815     1.74808  0.00815336
        1136     1.68677     1.74802  0.00814636
        1137     1.68534     1.74797  0.00813938
        1138     1.68387     1.74791  0.00813242
        1139     1.68233     1.74785  0.00812549
        1140     1.68073      1.7478  0.00811857
        1141     1.67907     1.74774  0.00811168
        1142     1.67734     1.74767  0.00810481
        1143     1.67556     1.74761  0.00809796
        1144     1.67371     1.74755  0.00809114
        1145     1.67182     1.74748  0.00808435
        1146     1.66987     1.74741  0.00807758
        1147     1.66788     1.74734  0.00807083
        1148     1.66587     1.74727  0.00806411
        1149     1.66384      1.7472  0.00805742
        1150     1.66181     1.74713  0.00805076
        1151     1.65979     1.74705  0.00804412
        1152     1.65779     1.74697  0.00803751
        1153     1.65583     1.74689  0.00803093
        1154     1.65393     1.74681  0.00802437
        1155      1.6521     1.74673  0.00801785
        1156     1.65034     1.74665  0.00801134
        1157     1.64869     1.74656  0.00800487
        1158     1.64714     1.74648  0.00799841
        1159     1.64571     1.74639  0.00799199
        1160     1.64441      1.7463  0.00798558
        1161     1.64324     1.74621  0.00797919
        1162     1.64221     1.74612  0.00797283
        1163     1.64132     1.74603  0.00796648
        1164     1.64057     1.74594  0.00796015
        1165     1.63996     1.74585  0.00795384
        1166     1.63948     1.74576  0.00794754
        1167     1.63914     1.74567  0.00794126
        1168     1.63891     1.74558  0.00793499
        1169      1.6388     1.74549  0.00792872
        1170      1.6388     1.74539  0.00792247
        1171     1.63888      1.7453  0.00791623
        1172     1.63905     1.74521  0.00790999
        1173     1.63929     1.74512  0.00790376
        1174     1.63958     1.74503  0.00789754
        1175     1.63992     1.74494  0.00789133
        1176     1.64029     1.74485  0.00788512
        1177     1.64069     1.74477  0.00787892
        1178     1.64111     1.74468  0.00787272
        1179     1.64152     1.74459  0.00786653
        1180     1.64194      1.7445  0.00786034
        1181     1.64234     1.74442  0.00785416
        1182     1.64273     1.74433  0.00784799
        1183     1.64311     1.74425  0.00784182
        1184     1.64346     1.74416  0.00783566
        1185     1.64379     1.74408  0.00782951
        1186      1.6441     1.74399  0.00782336
        1187      1.6444     1.74391  0.00781722
        1188     1.64468     1.74382  0.00781108
        1189     1.64495     1.74374  0.00780496
        1190     1.64523     1.74366  0.00779884
        1191     1.64552     1.74358  0.00779272
        1192     1.64583     1.74349  0.00778662
        1193     1.64618     1.74341  0.00778052
        1194     1.64659     1.74333  0.00777442
        1195     1.64705     1.74325  0.00776834
        1196      1.6476     1.74317  0.00776225
        1197     1.64823     1.74309  0.00775617
        1198     1.64896     1.74301   0.0077501
        1199     1.64981     1.74293  0.00774402
        1200     1.65079     1.74286  0.00773795
        1201     1.65189     1.74278  0.00773188
        1202     1.65314     1.74271  0.00772581
        1203     1.65453     1.74263  0.00771973
        1204     1.65606     1.74256  0.00771365
        1205     1.65773     1.74249  0.00770757
        1206     1.65953     1.74242  0.00770149
        1207     1.66146     1.74236   0.0076954
        1208      1.6635     1.74229  0.00768931
        1209     1.66565     1.74223  0.00768321
        1210     1.66789     1.74217   0.0076771
        1211      1.6702     1.74211    0.007671
        1212     1.67257     1.74205  0.00766488
        1213     1.67498     1.74199  0.00765876
        1214     1.67741     1.74194  0.00765264
        1215     1.67986     1.74189  0.00764651
        1216      1.6823     1.74184  0.00764038
        1217     1.68473     1.74179  0.00763424
        1218     1.68714     1.74175  0.00762811
        1219     1.68951     1.74171  0.00762197
        1220     1.69184     1.74167  0.00761583
        1221     1.69413     1.74163   0.0076097
        1222     1.69638     1.74159  0.00760356
        1223     1.69858     1.74155  0.00759742
        1224     1.70072     1.74152  0.00759129
        1225     1.70282     1.74149  0.00758516
        1226     1.70487     1.74146  0.00757903
        1227     1.70687     1.74143   0.0075729
        1228     1.70882      1.7414  0.00756678
        1229     1.71073     1.74138  0.00756067
        1230     1.71259     1.74136  0.00755456
        1231      1.7144     1.74133  0.00754845
        1232     1.71617     1.74131  0.00754235
        1233     1.71788     1.74129  0.00753626
        1234     1.71955     1.74128  0.00753017
        1235     1.72115     1.74126  0.00752409
        1236     1.72269     1.74125  0.00751802
        1237     1.72416     1.74123  0.00751196
        1238     1.72556     1.74122   0.0075059
        1239     1.72687     1.74121  0.00749985
        1240      1.7281      1.7412  0.00749381
        1241     1.72923     1.74119  0.00748778
        1242     1.73025     1.74118  0.00748175
        1243     1.73116     1.74117  0.00747574
        1244     1.73195     1.74116  0.00746973
        1245     1.73261     1.74116  0.00746374
        1246     1.73314     1.74115  0.00745775
        1247     1.73352     1.74114  0.00745177
        1248     1.73376     1.74114   0.0074458
        1249     1.73385     1.74113  0.00743984
        1250     1.73379     1.74113  0.00743389
        1251     1.73356     1.74112  0.00742795
        1252     1.73319     1.74111  0.00742202
        1253     1.73265     1.74111   0.0074161
        1254     1.73196      1.7411  0.00741019
        1255     1.73111     1.74109  0.00740429
        1256     1.73012     1.74108   0.0073984
        1257     1.72899     1.74107  0.00739252
        1258     1.72771     1.74106  0.00738665
        1259     1.72631     1.74105   0.0073808
        1260      1.7248     1.74104  0.00737495
        1261     1.72317     1.74102  0.00736912
        1262     1.72144     1.74101  0.00736329
        1263     1.71962     1.74099  0.00735748
        1264     1.71773     1.74097  0.00735168
        1265     1.71578     1.74095   0.0073459
        1266     1.71378     1.74093  0.00734013
        1267     1.71175     1.74091  0.00733437
        1268     1.70969     1.74088  0.00732863
        1269     1.70762     1.74086   0.0073229
        1270     1.70556     1.74083  0.00731719
        1271     1.70351      1.7408  0.00731149
        1272      1.7015     1.74077  0.00730581
        1273     1.69952     1.74074  0.00730014
        1274      1.6976      1.7407  0.00729449
        1275     1.69574     1.74067  0.00728885
        1276     1.69396     1.74063  0.00728323
        1277     1.69225     1.74059  0.00727763
        1278     1.69064     1.74055  0.00727204
        1279     1.68912     1.74051  0.00726646
        1280     1.68771     1.74047   0.0072609
        1281     1.68641     1.74043  0.00725536
        1282     1.68523     1.74039  0.00724982
        1283     1.68416     1.74034  0.00724431
        1284     1.68321      1.7403   0.0072388
        1285     1.68238     1.74025  0.00723331
        1286     1.68167     1.74021  0.00722783
        1287     1.68109     1.74016  0.00722236
        1288     1.68062     1.74012   0.0072169
        1289     1.68027     1.74007  0.00721145
        1290     1.68004     1.74002  0.00720601
        1291     1.67991     1.73998  0.00720058
        1292     1.67988     1.73993  0.00719515
        1293     1.67996     1.73988  0.00718974
        1294     1.68013     1.73984  0.00718433
        1295     1.68039     1.73979  0.00717893
        1296     1.68073     1.73975  0.00717353
        1297     1.68115      1.7397  0.00716815
        1298     1.68163     1.73966  0.00716276
        1299     1.68216     1.73961  0.00715739
        1300     1.68275     1.73957  0.00715201
        1301     1.68337     1.73953  0.00714665
        1302     1.68403     1.73948  0.00714129
        1303     1.68471     1.73944  0.00713593
        1304      1.6854      1.7394  0.00713058
        1305     1.68611     1.73936  0.00712523
        1306     1.68681     1.73932  0.00711989
        1307     1.68749     1.73928  0.00711455
        1308     1.68816     1.73924  0.00710922
        1309     1.68879      1.7392  0.00710389
        1310     1.68939     1.73916  0.00709857
        1311     1.68994     1.73913  0.00709326
        1312     1.69043     1.73909  0.00708795
        1313     1.69086     1.73905  0.00708264
        1314     1.69123     1.73902  0.00707735
        1315     1.69152     1.73898  0.00707206
        1316     1.69173     1.73894  0.00706677
        1317     1.69186     1.73891   0.0070615
        1318      1.6919     1.73887  0.00705623
        1319     1.69186     1.73884  0.00705097
        1320     1.69173      1.7388  0.00704572
        1321     1.69152     1.73876  0.00704048
        1322     1.69122     1.73873  0.00703524
        1323     1.69084     1.73869  0.00703002
        1324     1.69039     1.73866   0.0070248
        1325     1.68986     1.73862   0.0070196
        1326     1.68927     1.73858   0.0070144
        1327     1.68864     1.73854  0.00700922
        1328     1.68796     1.73851  0.00700404
        1329     1.68725     1.73847  0.00699888
        1330     1.68652     1.73843  0.00699373
        1331     1.68579     1.73839  0.00698858
        1332     1.68508     1.73835  0.00698345
        1333     1.68439     1.73831  0.00697833
        1334     1.68376     1.73827  0.00697322
        1335     1.68318     1.73823  0.00696812
        1336      1.6827     1.73819  0.00696303
        1337     1.68231     1.73814  0.00695794
        1338     1.68204      1.7381  0.00695287
        1339     1.68191     1.73806   0.0069478
        1340     1.68194     1.73802  0.00694274
        1341     1.68215     1.73798  0.00693769
        1342     1.68255     1.73793  0.00693265
        1343     1.68316     1.73789   0.0069276
        1344     1.68399     1.73785  0.00692257
        1345     1.68506     1.73781  0.00691753
        1346     1.68637     1.73778   0.0069125
        1347     1.68795     1.73774  0.00690746
        1348      1.6898      1.7377  0.00690243
        1349     1.69192     1.73767   0.0068974
        1350     1.69432     1.73764  0.00689236
        1351       1.697     1.73761  0.00688733
        1352     1.69996     1.73758  0.00688229
        1353     1.70318     1.73755  0.00687725
        1354     1.70668     1.73753  0.00687221
        1355     1.71042     1.73751  0.00686716
        1356      1.7144     1.73749  0.00686212
        1357     1.71861     1.73748  0.00685708
        1358     1.72303     1.73747  0.00685204
        1359     1.72763     1.73746    0.006847
        1360     1.73239     1.73746  0.00684197
        1361      1.7373     1.73746  0.00683694
        1362     1.74231     1.73746  0.00683192
        1363     1.74741     1.73747  0.00682691
        1364     1.75256     1.73748  0.00682192
        1365     1.75773      1.7375  0.00681693
        1366      1.7629     1.73751  0.00681197
        1367     1.76803     1.73754  0.00680702
        1368     1.77309     1.73756   0.0068021
        1369     1.77805     1.73759  0.00679719
        1370     1.78289     1.73763  0.00679231
        1371     1.78755     1.73766  0.00678745
        1372     1.79203      1.7377  0.00678262
        1373     1.79629     1.73774  0.00677782
        1374      1.8003     1.73779  0.00677304
        1375     1.80404     1.73784  0.00676828
        1376     1.80748     1.73789  0.00676355
        1377      1.8106     1.73794  0.00675885
        1378     1.81337       1.738  0.00675416
        1379     1.81578     1.73805   0.0067495
        1380     1.81781     1.73811  0.00674486
        1381     1.81942     1.73817  0.00674023
        1382     1.82062     1.73823  0.00673562
        1383     1.82139     1.73829  0.00673102
        1384     1.82171     1.73835  0.00672642
        1385     1.82157     1.73841  0.00672183
        1386     1.82098     1.73847  0.00671725
        1387     1.81992     1.73853  0.00671266
        1388     1.81839     1.73858  0.00670807
        1389     1.81639     1.73864  0.00670348
        1390     1.81393     1.73869  0.00669887
        1391     1.81101     1.73875  0.00669426
        1392     1.80764      1.7388  0.00668963
        1393     1.80383     1.73884  0.00668499
        1394      1.7996     1.73889  0.00668034
        1395     1.79495     1.73893  0.00667567
        1396     1.78991     1.73896  0.00667099
        1397      1.7845       1.739  0.00666629
        1398     1.77875     1.73902  0.00666159
        1399     1.77267     1.73905  0.00665687
        1400     1.76631     1.73907  0.00665214
        1401     1.75968     1.73908  0.00664741
        1402     1.75283     1.73909  0.00664268
        1403     1.74579      1.7391  0.00663794
        1404      1.7386      1.7391  0.00663322
        1405     1.73129     1.73909   0.0066285
        1406     1.72392     1.73908  0.00662379
        1407     1.71651     1.73906   0.0066191
        1408     1.70912     1.73904  0.00661444
        1409     1.70178     1.73902  0.00660979
        1410     1.69453     1.73899  0.00660518
        1411     1.68742     1.73895   0.0066006
        1412     1.68048     1.73891  0.00659606
        1413     1.67374     1.73886  0.00659155
        1414     1.66725     1.73881  0.00658708
        1415     1.66103     1.73876  0.00658266
        1416      1.6551      1.7387  0.00657827
        1417      1.6495     1.73863  0.00657393
        1418     1.64423     1.73857  0.00656963
        1419     1.63931      1.7385  0.00656538
        1420     1.63475     1.73842  0.00656116
        1421     1.63056     1.73835  0.00655698
        1422     1.62673     1.73827  0.00655284
        1423     1.62327     1.73819  0.00654873
        1424     1.62017     1.73811  0.00654466
        1425     1.61742     1.73802  0.00654061
        1426     1.61502     1.73793   0.0065366
        1427     1.61295     1.73785   0.0065326
        1428     1.61119     1.73776  0.00652863
        1429     1.60973     1.73767  0.00652467
        1430     1.60856     1.73758  0.00652074
        1431     1.60766     1.73749  0.00651681
        1432     1.60702      1.7374   0.0065129
        1433     1.60662     1.73731  0.00650899
        1434     1.60645     1.73721  0.00650509
        1435      1.6065     1.73712   0.0065012
        1436     1.60675     1.73703   0.0064973
        1437     1.60719     1.73694  0.00649341
        1438     1.60782     1.73685  0.00648952
        1439     1.60861     1.73676  0.00648562
        1440     1.60957     1.73667  0.00648172
        1441     1.61068     1.73659  0.00647781
        1442     1.61192      1.7365  0.00647389
        1443      1.6133     1.73642  0.00646997
        1444      1.6148     1.73633  0.00646604
        1445     1.61642     1.73625  0.00646209
        1446     1.61813     1.73617  0.00645814
        1447     1.61994     1.73609  0.00645418
        1448     1.62183     1.73601   0.0064502
        1449     1.62379     1.73593  0.00644622
