#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
        1450     1.08387     1.15724  0.00429481
        1451     1.08524     1.15719  0.00429214
        1452     1.08663     1.15714  0.00428946
        1453     1.08803     1.15709  0.00428677
        1454     1.08943     1.15704  0.00428407
        1455     1.09082       1.157  0.00428137
        1456     1.09219     1.15695  0.00427866
        1457     1.09353     1.15691  0.00427595
        1458     1.09483     1.15687  0.00427323
        1459     1.09608     1.15683   0.0042705
        1460     1.09728     1.15679  0.00426777
        1461      1.0984     1.15675  0.00426504
        1462     1.09946     1.15671   0.0042623
        1463     1.10043     1.15667  0.00425956
        1464     1.10132     1.15663  0.00425682
        1465     1.10212     1.15659  0.00425407
        1466     1.10283     1.15656  0.00425133
        1467     1.10345     1.15652  0.00424859
        1468     1.10398     1.15648  0.00424584
        1469     1.10442     1.15645   0.0042431
        1470     1.10478     1.15641  0.00424036
        1471     1.10507     1.15638  0.00423762
        1472     1.10528     1.15634  0.00423488
        1473     1.10543     1.15631  0.00423215
        1474     1.10554     1.15627  0.00422942
        1475      1.1056     1.15624  0.00422669
        1476     1.10564     1.15621  0.00422397
        1477     1.10566     1.15617  0.00422125
        1478     1.10569     1.15614  0.00421853
        1479     1.10573      1.1561  0.00421581
        1480     1.10581     1.15607   0.0042131
        1481     1.10592     1.15604  0.00421039
        1482     1.10609       1.156  0.00420769
        1483     1.10632     1.15597  0.00420498
        1484     1.10662     1.15594  0.00420228
        1485     1.10701      1.1559  0.00419958
        1486     1.10748     1.15587  0.00419688
        1487     1.10804     1.15584  0.00419418
        1488     1.10868     1.15581  0.00419148
        1489     1.10941     1.15577  0.00418878
        1490     1.11022     1.15574  0.00418608
        1491      1.1111     1.15571  0.00418338
        1492     1.11203     1.15568  0.00418068
        1493     1.11302     1.15566  0.00417798
        1494     1.11403     1.15563  0.00417528
        1495     1.11507      1.1556  0.00417257
        1496      1.1161     1.15557  0.00416987
        1497     1.11711     1.15555  0.00416716
        1498     1.11808     1.15552  0.00416445
        1499     1.11899      1.1555  0.00416175
        1500     1.11982     1.15548  0.00415904
        1501     1.12055     1.15545  0.00415633
        1502     1.12115     1.15543  0.00415363
        1503     1.12161     1.15541  0.00415093
        1504     1.12191     1.15539  0.00414823
        1505     1.12204     1.15536  0.00414553
        1506     1.12198     1.15534  0.00414284
        1507     1.12172     1.15532  0.00414015
        1508     1.12126      1.1553  0.00413746
        1509     1.12057     1.15527  0.00413478
        1510     1.11967     1.15525  0.00413211
        1511     1.11854     1.15523  0.00412945
        1512     1.11719      1.1552   0.0041268
        1513     1.11562     1.15517  0.00412415
        1514     1.11384     1.15515  0.00412152
        1515     1.11186     1.15512   0.0041189
        1516     1.10969     1.15509  0.00411629
        1517     1.10734     1.15506  0.00411369
        1518     1.10483     1.15502  0.00411112
        1519     1.10217     1.15499  0.00410856
        1520     1.09939     1.15495  0.00410602
        1521     1.09649     1.15491   0.0041035
        1522     1.09351     1.15487    0.004101
        1523     1.09047     1.15483  0.00409853
        1524     1.08739     1.15479  0.00409608
        1525     1.08428     1.15474  0.00409365
        1526     1.08118     1.15469  0.00409125
        1527     1.07811     1.15464  0.00408888
        1528     1.07509     1.15459  0.00408654
        1529     1.07213     1.15454  0.00408422
        1530     1.06926     1.15448  0.00408193
        1531      1.0665     1.15442  0.00407967
        1532     1.06387     1.15436  0.00407743
        1533     1.06138      1.1543  0.00407522
        1534     1.05905     1.15424  0.00407304
        1535     1.05689     1.15418  0.00407088
        1536     1.05491     1.15411  0.00406874
        1537     1.05312     1.15405  0.00406663
        1538     1.05154     1.15398  0.00406453
        1539     1.05015     1.15391  0.00406245
        1540     1.04898     1.15385  0.00406038
        1541     1.04802     1.15378  0.00405833
        1542     1.04727     1.15371  0.00405628
        1543     1.04674     1.15364  0.00405425
        1544     1.04641     1.15357  0.00405222
        1545     1.04629      1.1535  0.00405019
        1546     1.04636     1.15343  0.00404816
        1547     1.04662     1.15336  0.00404613
        1548     1.04706     1.15329   0.0040441
        1549     1.04768     1.15322  0.00404207
        1550     1.04846     1.15316  0.00404002
        1551      1.0494     1.15309  0.00403797
        1552     1.05048     1.15302  0.00403591
        1553     1.05169     1.15296  0.00403384
        1554     1.05302     1.15289  0.00403176
        1555     1.05447     1.15283  0.00402966
        1556     1.05601     1.15277  0.00402755
        1557     1.05765     1.15271  0.00402543
        1558     1.05936     1.15265  0.00402329
        1559     1.06115     1.15259  0.00402114
        1560     1.06298     1.15253  0.00401897
        1561     1.06487     1.15247  0.00401679
        1562     1.06679     1.15242  0.00401459
        1563     1.06873     1.15237  0.00401238
        1564     1.07069     1.15231  0.00401015
        1565     1.07265     1.15226  0.00400791
        1566      1.0746     1.15221  0.00400566
        1567     1.07654     1.15217   0.0040034
        1568     1.07844     1.15212  0.00400112
        1569     1.08032     1.15207  0.00399883
        1570     1.08215     1.15203  0.00399653
        1571     1.08393     1.15198  0.00399422
        1572     1.08566     1.15194  0.00399191
        1573     1.08732      1.1519  0.00398958
        1574     1.08892     1.15186  0.00398724
        1575     1.09044     1.15182   0.0039849
        1576     1.09189     1.15178  0.00398256
        1577     1.09326     1.15175   0.0039802
        1578     1.09456     1.15171  0.00397785
        1579     1.09577     1.15168  0.00397549
        1580     1.09691     1.15164  0.00397312
        1581     1.09797     1.15161  0.00397075
        1582     1.09895     1.15157  0.00396838
        1583     1.09986     1.15154  0.00396601
        1584     1.10069     1.15151  0.00396364
        1585     1.10146     1.15148  0.00396126
        1586     1.10216     1.15145  0.00395889
        1587     1.10281     1.15142  0.00395651
        1588      1.1034     1.15139  0.00395413
        1589     1.10395     1.15136  0.00395176
        1590     1.10446     1.15133  0.00394938
        1591     1.10495      1.1513  0.00394701
        1592      1.1054     1.15127  0.00394463
        1593     1.10585     1.15124  0.00394226
        1594     1.10628     1.15121  0.00393989
        1595     1.10672     1.15118  0.00393752
        1596     1.10717     1.15116  0.00393515
        1597     1.10763     1.15113  0.00393278
        1598     1.10812      1.1511  0.00393041
        1599     1.10865     1.15108  0.00392804
        1600      1.1092     1.15105  0.00392567
        1601      1.1098     1.15102   0.0039233
        1602     1.11044       1.151  0.00392094
        1603     1.11111     1.15097  0.00391857
        1604     1.11184     1.15095   0.0039162
        1605     1.11259     1.15092  0.00391384
        1606     1.11339      1.1509  0.00391147
        1607     1.11421     1.15088   0.0039091
        1608     1.11504     1.15086  0.00390673
        1609     1.11589     1.15083  0.00390437
        1610     1.11672     1.15081    0.003902
        1611     1.11754     1.15079  0.00389963
        1612     1.11833     1.15077  0.00389726
        1613     1.11906     1.15075   0.0038949
        1614     1.11973     1.15073  0.00389253
        1615     1.12032     1.15071  0.00389017
        1616     1.12082      1.1507   0.0038878
        1617     1.12119     1.15068  0.00388544
        1618     1.12144     1.15066  0.00388308
        1619     1.12155     1.15064  0.00388073
        1620      1.1215     1.15062  0.00387837
        1621     1.12128     1.15061  0.00387602
        1622     1.12089     1.15059  0.00387367
        1623     1.12032     1.15057  0.00387133
        1624     1.11956     1.15055    0.003869
        1625     1.11861     1.15053  0.00386667
        1626     1.11747     1.15051  0.00386434
        1627     1.11615     1.15049  0.00386202
        1628     1.11465     1.15047  0.00385971
        1629     1.11297     1.15044  0.00385741
        1630     1.11113     1.15042  0.00385512
        1631     1.10914     1.15039  0.00385284
        1632     1.10702     1.15037  0.00385057
        1633     1.10477     1.15034  0.00384832
        1634     1.10242     1.15031  0.00384607
        1635     1.09998     1.15028  0.00384384
        1636     1.09748     1.15025  0.00384163
        1637     1.09493     1.15021  0.00383943
        1638     1.09235     1.15018  0.00383725
        1639     1.08978     1.15014  0.00383508
        1640     1.08721      1.1501  0.00383294
        1641     1.08469     1.15006  0.00383081
        1642     1.08222     1.15002   0.0038287
        1643     1.07983     1.14998  0.00382661
        1644     1.07753     1.14994  0.00382453
        1645     1.07533     1.14989  0.00382248
        1646     1.07327     1.14984  0.00382044
        1647     1.07134      1.1498  0.00381842
        1648     1.06955     1.14975  0.00381641
        1649     1.06793      1.1497  0.00381442
        1650     1.06646     1.14965  0.00381244
        1651     1.06517      1.1496  0.00381047
        1652     1.06406     1.14954  0.00380852
        1653     1.06312     1.14949  0.00380657
        1654     1.06237     1.14944  0.00380464
        1655     1.06179     1.14939  0.00380271
        1656     1.06139     1.14933  0.00380078
        1657     1.06116     1.14928  0.00379886
        1658     1.06109     1.14923  0.00379694
        1659     1.06119     1.14917  0.00379502
        1660     1.06144     1.14912  0.00379311
        1661     1.06184     1.14907  0.00379119
        1662     1.06237     1.14902  0.00378926
        1663     1.06303     1.14896  0.00378734
        1664     1.06381     1.14891  0.00378541
        1665      1.0647     1.14886  0.00378347
        1666     1.06569     1.14881  0.00378153
        1667     1.06676     1.14876  0.00377958
        1668     1.06791     1.14871  0.00377763
        1669     1.06912     1.14867  0.00377566
        1670      1.0704     1.14862  0.00377369
        1671     1.07172     1.14857  0.00377172
        1672     1.07308     1.14853  0.00376973
        1673     1.07447     1.14848  0.00376774
        1674     1.07587     1.14844  0.00376574
        1675      1.0773      1.1484  0.00376373
        1676     1.07872     1.14836  0.00376171
        1677     1.08015     1.14832  0.00375969
        1678     1.08158     1.14828  0.00375766
        1679       1.083     1.14824  0.00375562
        1680     1.08441      1.1482  0.00375358
        1681     1.08581     1.14816  0.00375153
        1682      1.0872     1.14813  0.00374947
        1683     1.08857     1.14809  0.00374741
        1684     1.08994     1.14806  0.00374535
        1685     1.09129     1.14802  0.00374328
        1686     1.09265     1.14799   0.0037412
        1687     1.09401     1.14796  0.00373912
        1688     1.09538     1.14793  0.00373703
        1689     1.09677      1.1479  0.00373494
        1690     1.09819     1.14787  0.00373285
        1691     1.09965     1.14784  0.00373075
        1692     1.10117     1.14781  0.00372865
        1693     1.10274     1.14778  0.00372654
        1694     1.10439     1.14776  0.00372443
        1695     1.10612     1.14773  0.00372231
        1696     1.10794     1.14771  0.00372019
        1697     1.10987     1.14769  0.00371807
        1698      1.1119     1.14767  0.00371594
        1699     1.11405     1.14765   0.0037138
        1700     1.11631     1.14763  0.00371166
        1701     1.11868     1.14761  0.00370952
        1702     1.12116      1.1476  0.00370737
        1703     1.12375     1.14758  0.00370522
        1704     1.12643     1.14757  0.00370307
        1705     1.12919     1.14756  0.00370091
        1706     1.13201     1.14755  0.00369875
        1707     1.13488     1.14754  0.00369659
        1708     1.13778     1.14754  0.00369443
        1709      1.1407     1.14753  0.00369228
        1710     1.14359     1.14753  0.00369012
        1711     1.14646     1.14753  0.00368796
        1712     1.14927     1.14753  0.00368581
        1713       1.152     1.14753  0.00368366
        1714     1.15465     1.14754  0.00368151
        1715     1.15718     1.14754  0.00367937
        1716     1.15958     1.14755  0.00367723
        1717     1.16185     1.14756   0.0036751
        1718     1.16396     1.14757  0.00367297
        1719      1.1659     1.14758  0.00367085
        1720     1.16768     1.14759  0.00366873
        1721     1.16927      1.1476  0.00366662
        1722     1.17068     1.14762  0.00366452
        1723      1.1719     1.14763  0.00366242
        1724     1.17293     1.14765  0.00366032
        1725     1.17378     1.14766  0.00365823
        1726     1.17444     1.14768  0.00365615
        1727     1.17492     1.14769  0.00365406
        1728     1.17522     1.14771  0.00365198
        1729     1.17534     1.14772  0.00364991
        1730     1.17529     1.14774  0.00364783
        1731     1.17508     1.14776  0.00364576
        1732     1.17471     1.14777  0.00364369
        1733     1.17419     1.14779  0.00364162
        1734     1.17352      1.1478  0.00363955
        1735     1.17271     1.14782  0.00363748
        1736     1.17176     1.14783  0.00363541
        1737     1.17069     1.14784  0.00363334
        1738     1.16949     1.14786  0.00363127
        1739     1.16818     1.14787   0.0036292
        1740     1.16676     1.14788  0.00362713
        1741     1.16523     1.14789  0.00362506
        1742      1.1636      1.1479  0.00362299
        1743     1.16188      1.1479  0.00362092
        1744     1.16007     1.14791  0.00361885
        1745     1.15817     1.14792  0.00361678
        1746     1.15619     1.14792  0.00361471
        1747     1.15413     1.14793  0.00361265
        1748       1.152     1.14793  0.00361058
        1749     1.14981     1.14793  0.00360852
        1750     1.14755     1.14793  0.00360645
        1751     1.14522     1.14793   0.0036044
        1752     1.14284     1.14792  0.00360234
        1753     1.14041     1.14792  0.00360029
        1754     1.13793     1.14791  0.00359824
        1755      1.1354     1.14791   0.0035962
        1756     1.13284      1.1479  0.00359416
        1757     1.13023     1.14789  0.00359213
        1758      1.1276     1.14788   0.0035901
        1759     1.12493     1.14786  0.00358808
        1760     1.12224     1.14785  0.00358607
        1761     1.11953     1.14783  0.00358407
        1762     1.11681     1.14782  0.00358208
        1763     1.11407      1.1478   0.0035801
        1764     1.11132     1.14778  0.00357813
        1765     1.10857     1.14775  0.00357617
        1766     1.10582     1.14773  0.00357423
        1767     1.10307     1.14771   0.0035723
        1768     1.10033     1.14768  0.00357038
        1769      1.0976     1.14765  0.00356847
        1770     1.09489     1.14762  0.00356658
        1771      1.0922     1.14759   0.0035647
        1772     1.08954     1.14756  0.00356284
        1773     1.08691     1.14752  0.00356099
        1774     1.08431     1.14749  0.00355917
        1775     1.08175     1.14745  0.00355735
        1776     1.07924     1.14741  0.00355556
        1777     1.07677     1.14737  0.00355378
        1778     1.07436     1.14733  0.00355202
        1779     1.07201     1.14729  0.00355027
        1780     1.06973     1.14724  0.00354855
        1781     1.06752      1.1472  0.00354684
        1782     1.06539     1.14715  0.00354514
        1783     1.06335     1.14711  0.00354347
        1784     1.06139     1.14706   0.0035418
        1785     1.05954     1.14701  0.00354016
        1786     1.05779     1.14696  0.00353853
        1787     1.05615     1.14691  0.00353692
        1788     1.05463     1.14686  0.00353531
        1789     1.05324      1.1468  0.00353372
        1790     1.05198     1.14675  0.00353215
        1791     1.05086      1.1467  0.00353058
        1792     1.04987     1.14664  0.00352902
        1793     1.04903     1.14659  0.00352748
        1794     1.04834     1.14654  0.00352593
        1795      1.0478     1.14648   0.0035244
        1796     1.04741     1.14642  0.00352287
        1797     1.04716     1.14637  0.00352134
        1798     1.04707     1.14631  0.00351982
        1799     1.04712     1.14626  0.00351829
        1800     1.04731      1.1462  0.00351677
        1801     1.04764     1.14615  0.00351524
        1802      1.0481      1.1461  0.00351371
        1803     1.04868     1.14604  0.00351218
        1804     1.04938     1.14599  0.00351064
        1805     1.05019     1.14593  0.00350909
        1806     1.05109     1.14588  0.00350754
        1807     1.05208     1.14583  0.00350599
        1808     1.05314     1.14578  0.00350442
        1809     1.05427     1.14573  0.00350285
        1810     1.05546     1.14568  0.00350127
        1811     1.05669     1.14563  0.00349968
        1812     1.05795     1.14558  0.00349808
        1813     1.05923     1.14553  0.00349648
        1814     1.06053     1.14549  0.00349487
        1815     1.06183     1.14544  0.00349324
        1816     1.06312     1.14539  0.00349162
        1817     1.06441     1.14535  0.00348998
        1818     1.06567     1.14531  0.00348833
        1819     1.06691     1.14526  0.00348668
        1820     1.06811     1.14522  0.00348502
        1821     1.06928     1.14518  0.00348336
        1822     1.07041     1.14514  0.00348169
        1823     1.07149      1.1451  0.00348001
        1824     1.07252     1.14506  0.00347833
        1825      1.0735     1.14502  0.00347665
        1826     1.07443     1.14498  0.00347496
        1827     1.07531     1.14494  0.00347327
        1828     1.07614      1.1449  0.00347157
        1829     1.07692     1.14487  0.00346987
        1830     1.07764     1.14483  0.00346817
        1831     1.07832     1.14479  0.00346647
        1832     1.07895     1.14476  0.00346476
        1833     1.07954     1.14472  0.00346305
        1834     1.08009     1.14469  0.00346134
        1835      1.0806     1.14465  0.00345963
        1836     1.08109     1.14462  0.00345792
        1837     1.08156     1.14458  0.00345621
        1838     1.08201     1.14455   0.0034545
        1839     1.08246     1.14452  0.00345278
        1840     1.08292     1.14448  0.00345107
        1841     1.08339     1.14445  0.00344935
        1842     1.08389     1.14442  0.00344764
        1843     1.08443     1.14438  0.00344592
        1844     1.08502     1.14435   0.0034442
        1845     1.08568     1.14432  0.00344248
        1846     1.08642     1.14429  0.00344076
        1847     1.08726     1.14426  0.00343904
        1848     1.08821     1.14423  0.00343731
        1849     1.08928      1.1442  0.00343558
        1850     1.09049     1.14417  0.00343385
        1851     1.09184     1.14414  0.00343211
        1852     1.09336     1.14411  0.00343036
        1853     1.09505     1.14409  0.00342861
        1854      1.0969     1.14406  0.00342686
        1855     1.09894     1.14404   0.0034251
        1856     1.10116     1.14401  0.00342333
        1857     1.10355     1.14399  0.00342156
        1858     1.10612     1.14397  0.00341978
        1859     1.10885     1.14395  0.00341799
        1860     1.11174     1.14393  0.00341619
        1861     1.11477     1.14392  0.00341439
        1862     1.11793     1.14391  0.00341259
        1863     1.12121     1.14389  0.00341078
        1864     1.12457     1.14388  0.00340897
        1865     1.12801     1.14387  0.00340715
        1866      1.1315     1.14387  0.00340533
        1867     1.13502     1.14386  0.00340351
        1868     1.13855     1.14386  0.00340169
        1869     1.14207     1.14386  0.00339987
        1870     1.14556     1.14386  0.00339805
        1871     1.14899     1.14386  0.00339623
        1872     1.15235     1.14387  0.00339442
        1873     1.15563     1.14387  0.00339262
        1874     1.15879     1.14388  0.00339082
        1875     1.16183     1.14389  0.00338902
        1876     1.16472      1.1439  0.00338723
        1877     1.16747     1.14391  0.00338545
        1878     1.17004     1.14393  0.00338368
        1879     1.17243     1.14394  0.00338191
        1880     1.17464     1.14396  0.00338015
        1881     1.17664     1.14398   0.0033784
        1882     1.17843       1.144  0.00337665
        1883     1.18001     1.14401  0.00337491
        1884     1.18136     1.14403  0.00337318
        1885     1.18249     1.14406  0.00337145
        1886     1.18338     1.14408  0.00336973
        1887     1.18405      1.1441  0.00336801
        1888     1.18448     1.14412  0.00336629
        1889     1.18467     1.14414  0.00336458
        1890     1.18465     1.14416  0.00336287
        1891      1.1844     1.14418  0.00336116
        1892     1.18393      1.1442  0.00335945
        1893     1.18326     1.14422  0.00335774
        1894     1.18239     1.14424  0.00335602
        1895     1.18135     1.14426  0.00335431
        1896     1.18014     1.14428  0.00335259
        1897     1.17878      1.1443  0.00335088
        1898      1.1773     1.14432  0.00334915
        1899     1.17571     1.14434  0.00334743
        1900     1.17402     1.14435  0.00334571
        1901     1.17226     1.14437  0.00334398
        1902     1.17045     1.14438  0.00334225
        1903     1.16861     1.14439  0.00334052
        1904     1.16675      1.1444  0.00333878
        1905     1.16489     1.14441  0.00333705
        1906     1.16305     1.14442  0.00333531
        1907     1.16123     1.14443  0.00333357
        1908     1.15945     1.14444  0.00333184
        1909     1.15773     1.14445   0.0033301
        1910     1.15606     1.14445  0.00332836
        1911     1.15444     1.14446  0.00332662
        1912     1.15289     1.14446  0.00332489
        1913      1.1514     1.14447  0.00332315
        1914     1.14996     1.14447  0.00332141
        1915     1.14858     1.14447  0.00331968
        1916     1.14725     1.14447  0.00331795
        1917     1.14596     1.14447  0.00331622
        1918     1.14471     1.14447  0.00331449
        1919      1.1435     1.14447  0.00331276
        1920      1.1423     1.14447  0.00331104
        1921     1.14113     1.14447  0.00330931
        1922     1.13997     1.14447  0.00330759
        1923     1.13881     1.14447  0.00330587
        1924     1.13765     1.14446  0.00330416
        1925     1.13648     1.14446  0.00330244
        1926     1.13531     1.14445  0.00330073
        1927     1.13412     1.14445  0.00329902
        1928     1.13291     1.14444  0.00329732
        1929     1.13168     1.14444  0.00329562
        1930     1.13042     1.14443  0.00329392
        1931     1.12914     1.14442  0.00329222
        1932     1.12784     1.14441  0.00329053
        1933     1.12651      1.1444  0.00328884
        1934     1.12515     1.14439  0.00328715
        1935     1.12377     1.14438  0.00328547
        1936     1.12237     1.14437  0.00328379
        1937     1.12096     1.14436  0.00328212
        1938     1.11953     1.14435  0.00328045
        1939     1.11809     1.14433  0.00327879
        1940     1.11666     1.14432  0.00327713
        1941     1.11523      1.1443  0.00327547
        1942     1.11381     1.14429  0.00327383
        1943     1.11241     1.14427  0.00327218
        1944     1.11105     1.14425  0.00327054
        1945     1.10973     1.14424  0.00326891
        1946     1.10846     1.14422  0.00326728
        1947     1.10725      1.1442  0.00326566
        1948     1.10611     1.14418  0.00326404
        1949     1.10505     1.14416  0.00326243
        1950     1.10408     1.14414  0.00326082
        1951     1.10321     1.14412  0.00325922
        1952     1.10245      1.1441  0.00325762
        1953     1.10181     1.14407  0.00325602
        1954      1.1013     1.14405  0.00325443
        1955     1.10093     1.14403  0.00325284
        1956     1.10069     1.14401  0.00325125
        1957     1.10062     1.14399  0.00324966
        1958     1.10069     1.14396  0.00324808
        1959     1.10094     1.14394   0.0032465
        1960     1.10136     1.14392  0.00324491
        1961     1.10195      1.1439  0.00324333
        1962     1.10272     1.14388  0.00324174
        1963     1.10368     1.14386  0.00324016
        1964     1.10483     1.14384  0.00323857
        1965     1.10617     1.14382  0.00323698
        1966      1.1077      1.1438  0.00323538
        1967     1.10942     1.14378  0.00323378
        1968     1.11133     1.14377  0.00323218
        1969     1.11342     1.14375  0.00323058
        1970     1.11569     1.14374  0.00322897
        1971     1.11813     1.14372  0.00322736
        1972     1.12072     1.14371  0.00322574
        1973     1.12345      1.1437  0.00322412
        1974     1.12631     1.14369   0.0032225
        1975     1.12928     1.14369  0.00322088
        1976     1.13233     1.14368  0.00321925
        1977     1.13545     1.14368  0.00321763
        1978      1.1386     1.14367    0.003216
        1979     1.14178     1.14367  0.00321438
        1980     1.14494     1.14367  0.00321275
        1981     1.14808     1.14367  0.00321113
        1982     1.15117     1.14368  0.00320951
        1983     1.15418     1.14368   0.0032079
        1984      1.1571     1.14369  0.00320629
        1985      1.1599      1.1437  0.00320469
        1986     1.16259     1.14371  0.00320309
        1987     1.16513     1.14372  0.00320149
        1988     1.16752     1.14373   0.0031999
        1989     1.16975     1.14374  0.00319832
        1990     1.17182     1.14376  0.00319675
        1991     1.17372     1.14377  0.00319518
        1992     1.17546     1.14379  0.00319361
        1993     1.17702     1.14381  0.00319205
        1994     1.17842     1.14382   0.0031905
        1995     1.17966     1.14384  0.00318895
        1996     1.18074     1.14386  0.00318741
        1997     1.18167     1.14388  0.00318587
        1998     1.18245      1.1439  0.00318433
        1999     1.18308     1.14392   0.0031828
        2000     1.18356     1.14394  0.00318127
