#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:      V_TAIL=-0.428346
         132    -5.45641    -5.44161  0.00127196
         133    -5.43742    -5.44157  0.00126278
         134    -5.44151    -5.44157  0.00125336
         135     -5.4164    -5.44139  0.00125788
         136    -5.42939     -5.4413  0.00125172
         137    -5.44462    -5.44132  0.00124282
         138    -5.43264    -5.44126   0.0012354
         139    -5.41921     -5.4411  0.00123666
         140    -5.42519    -5.44099  0.00123304
         141    -5.42373    -5.44087  0.00123035
         142     -5.4212    -5.44073  0.00122946
         143    -5.43743     -5.4407  0.00122108
         144    -5.41393    -5.44052  0.00122667
         145    -5.43633    -5.44049  0.00121855
         146    -5.43025    -5.44042  0.00121222
         147    -5.43001    -5.44035  0.00120603
         148    -5.43528    -5.44031  0.00119837
         149    -5.42785    -5.44023  0.00119325
         150    -5.43796    -5.44022  0.00118539
         151    -5.44057    -5.44022  0.00117754
         152    -5.44524    -5.44025  0.00117026
         153    -5.40937    -5.44005  0.00117989
         154     -5.4631     -5.4402  0.00118168
         155    -5.43412    -5.44016  0.00117471
         156    -5.44711     -5.4402  0.00116803
         157    -5.45939    -5.44033  0.00116696
         158    -5.43235    -5.44028  0.00116066
         159    -5.46594    -5.44044  0.00116453
         160    -5.46067    -5.44056   0.0011641
         161    -5.43682    -5.44054   0.0011571
         162    -5.43622    -5.44051  0.00115027
         163    -5.42704    -5.44043  0.00114618
         164    -5.45019    -5.44049  0.00114073
         165     -5.4486    -5.44054  0.00113488
         166    -5.42007    -5.44042  0.00113472
         167    -5.43933    -5.44041  0.00112794
         168     -5.4395     -5.4404  0.00112124
         169    -5.45308    -5.44048  0.00111711
         170     -5.4572    -5.44058  0.00111486
         171     -5.4407    -5.44058  0.00110834
         172    -5.45793    -5.44068  0.00110648
         173    -5.46031    -5.44079  0.00110589
         174    -5.45221    -5.44086  0.00110147
         175    -5.42227    -5.44075  0.00110029
         176    -5.42452    -5.44066  0.00109789
         177    -5.47656    -5.44086  0.00111027
         178    -5.44345    -5.44088  0.00110413
         179    -5.44504     -5.4409   0.0010982
         180     -5.4552    -5.44098  0.00109497
         181    -5.43129    -5.44093  0.00109023
         182    -5.44993    -5.44098  0.00108536
         183    -5.44099    -5.44098  0.00107943
         184    -5.44368    -5.44099  0.00107366
         185    -5.42712    -5.44092  0.00107047
         186     -5.4239    -5.44082  0.00106862
         187    -5.43743    -5.44081  0.00106306
         188    -5.43633    -5.44078  0.00105767
         189     -5.4515    -5.44084  0.00105359
         190    -5.41932    -5.44073  0.00105412
         191    -5.45268    -5.44079  0.00105046
         192    -5.42025    -5.44068  0.00105042
         193    -5.43492    -5.44065   0.0010454
         194    -5.45697    -5.44074  0.00104339
         195    -5.43079    -5.44068  0.00103929
         196    -5.41765    -5.44057  0.00104061
         197    -5.40306    -5.44038  0.00105259
         198    -5.44989    -5.44042  0.00104837
         199    -5.46326    -5.44054  0.00104937
         200    -5.41831    -5.44043  0.00104999
         201    -5.45382    -5.44049  0.00104688
         202    -5.42901    -5.44044  0.00104324
         203    -5.42772    -5.44038  0.00103998
         204    -5.42464     -5.4403  0.00103774
         205    -5.42607    -5.44023  0.00103499
         206    -5.44413    -5.44025  0.00103014
