x	y	z
-0.360872	-0.866885	0.0993315
-0.61026	-0.0896001	-0.494347
-0.639983	0.923639	-1.38594
-0.512045	0.33003	-0.476557
0.318436	0.358739	-1.07788
-0.0786699	-0.466543	-0.56066
-0.135371	-1.14711	0.297017
-0.881006	-0.92255	0.911483
-0.177243	-1.25938	-0.0888258
0.684951	-0.499164	-1.07734
0.840419	-0.722993	-1.40196
0.79108	-1.27505	-1.51687
0.280808	-0.501382	-0.681109
0.849861	-0.557915	-0.534109
1.02588	-0.694082	-0.300124
0.316623	-1.30103	-0.177559
-0.313048	-0.959795	-0.751794
-0.416646	-1.36985	-0.754636
0.100157	-0.874784	-0.723762
0.255504	-0.164037	-0.0151497
-0.0395335	0.144382	0.274058
-0.482934	-0.586934	-0.323208
0.17561	-0.974928	-0.458433
-0.99908	-1.67852	0.732849
-1.91124	-0.736968	0.135412
-1.07198	-1.5239	-0.43551
-1.62744	-2.06809	-0.493834
-0.441841	-2.74799	-0.824
0.485372	-3.22535	-0.787725
-0.527092	-2.09104	-0.542581
0.18259	-2.10677	-0.623957
0.793219	-1.69034	-0.576225
0.00516377	-1.83481	0.191434
0.832807	-1.47091	-0.657616
-0.0560636	-2.13287	-0.491766
-1.1749	-2.05397	-0.583066
-2.30983	-2.1658	-1.37672
-1.20106	-1.79154	-2.31447
-0.657848	-1.17513	-1.82256
-0.437452	-0.895286	-1.32646
-0.0613877	0.209347	-0.597494
0.996283	0.944554	0.489535
0.657402	0.615079	0.486469
0.47196	-0.00731335	-0.0932706
0.941901	-0.180521	0.002593
-0.23043	-0.0740491	-0.739428
0.185008	0.63817	-0.012381
-0.112675	-0.410291	0.950389
0.214915	-0.364956	0.778179
-0.695386	-0.0737426	0.647558
-0.132208	-0.676684	-0.318938
-1.22079	0.0190299	-0.438913
-1.39012	-0.2398	0.60133
-0.871244	-0.145697	1.49469
-0.113271	-0.861347	0.543274
0.336088	0.136244	1.24799
0.522982	-0.778168	0.76909
-0.3953	0.189261	0.975968
-0.790106	0.958541	0.783868
0.220306	1.24209	-0.354379
0.634235	1.15418	-0.20351
-0.152076	0.355334	-0.421014
-0.331267	0.36255	0.473977
0.121532	-0.579906	1.30643
-1.04782	0.133489	0.199333
-0.584262	0.521995	0.329029
-0.0153626	0.31471	0.422075
0.520116	-0.182707	0.794546
0.659949	0.300739	0.766763
1.85447	1.21472	0.16649
1.40661	1.8578	0.0965831
0.367781	1.43188	0.821524
-0.472142	0.479697	-0.340508
0.356417	-0.18592	-1.05145
0.687473	0.151251	-0.246354
-0.251125	-0.105962	0.196719
0.0228862	-0.408635	0.089407
0.267563	-0.227662	1.18483
-0.427194	0.242663	0.380178
-0.0593394	-0.341493	0.349478
-0.938837	0.578139	-0.0296414
-0.539407	0.577609	-0.32641
0.607797	0.0641046	-0.00792464
0.47972	-0.304974	-0.227347
0.114475	0.384141	0.0925933
-0.398934	-0.575037	-0.242739
0.706428	-0.594859	-0.566809
0.0799223	0.357639	-1.35046
-0.658585	-0.40943	-1.59866
-0.30527	-1.32458	-1.43622
-0.495862	-1.6018	-0.325575
-0.706205	-1.5501	0.25677
-0.0699855	-0.587021	0.913679
0.226376	-0.778063	1.06383
-0.451551	-0.0743729	0.662757
0.325455	-0.718439	1.22598
1.24546	-1.21757	0.787786
0.243482	-1.12916	1.278
-0.463042	-0.375131	0.35994
0.722351	-0.763462	1.113
0.171494	-0.713956	1.21132
1.24563	-1.42798	0.310978
1.18379	-1.54713	0.874117
0.979205	-1.80367	0.737282
-0.216139	-2.39904	0.510554
-0.105639	-1.20154	0.284687
0.709274	-1.38468	0.573302
1.3796	-0.465292	0.176518
0.706166	-0.0638112	-0.351613
0.914213	-1.09469	-0.0502264
1.02965	-1.81403	0.343586
0.356078	-1.00515	0.877198
1.08136	0.182184	0.494185
0.930772	-0.440595	0.219983
0.804828	-0.1869	1.19697
0.414581	0.500608	0.308216
-0.744818	0.522975	-0.27336
-1.02924	-0.00175913	0.171157
-1.323	0.0544962	-0.455408
-0.740675	-0.0683308	0.0942098
0.192932	0.564995	-0.299662
0.624531	1.01417	0.107664
1.00556	1.92072	0.369896
1.32843	1.78771	0.320986
0.483853	1.55911	-0.22733
0.0948831	1.05686	-0.171919
0.74008	0.208952	-0.530083
0.967507	0.614864	-0.0316003
1.02559	1.67901	0.162909
0.573912	0.647507	0.26211
0.84251	0.481008	-0.278815
0.131201	-0.518249	0.52953
-1.00851	0.597427	0.43759
-0.00612371	0.268847	-0.696879
0.0622238	-0.487661	-0.613791
0.477077	0.191225	-0.989186
0.453646	-0.891879	-1.21502
-0.0465653	-1.07394	-1.49939
0.843591	-0.478281	-1.74504
1.65318	-0.0487456	-1.21017
1.19722	-0.743518	-1.29878
1.41217	-0.181709	-0.548574
2.02233	-0.0906852	-1.19068
2.30926	0.172156	-0.441028
2.44355	0.618524	-0.68791
2.86541	1.33482	0.20037
2.15427	1.10254	-0.854215
2.01784	0.360361	-0.492056
1.37792	-0.303143	0.0482871
1.7283	0.615922	-1.00539
1.81862	0.523608	-0.852354
0.895094	1.28019	-0.17478
1.34965	0.412119	0.437277
0.605976	1.08618	0.419932
0.806749	1.05269	0.488836
0.269235	1.28847	-0.482145
0.365848	0.835567	-1.49919
1.30884	1.73502	-0.775055
1.8602	1.20311	-1.07146
2.27351	0.939775	-1.53581
2.57223	0.170396	-2.21693
1.98408	-0.334042	-1.56524
1.53559	0.440359	-2.07272
1.4636	-0.263975	-1.62279
1.86789	-0.150157	-0.863776
1.00186	0.38131	-0.373651
0.174807	-0.338329	0.193996
-0.258394	0.269629	0.622369
0.22911	-0.652859	-0.300204
-0.569475	-0.242497	0.142915
-0.508023	0.292021	0.566176
-1.11725	0.848818	-0.50485
-2.23609	1.00355	-0.60215
-3.08246	1.05988	-0.87337
-2.90936	0.103647	-0.188052
-2.26936	-0.136445	-0.050781
-1.65294	0.651845	-0.356302
-2.01204	-0.297201	0.337863
-1.39322	0.167612	-0.800843
-1.19089	0.379707	-0.285909
-0.0936372	0.167954	-1.43814
-0.604607	-0.261024	-0.451164
-0.733432	-0.371231	-0.50155
-0.689389	0.305821	-0.532006
0.0676128	-0.145571	-0.508169
0.0823796	0.224935	-0.275693
1.07974	-0.0759372	-1.02171
0.199	-0.832543	0.0897296
0.499729	0.0765489	-0.145667
0.384285	-0.779959	-0.153231
1.07406	-1.57227	0.0758131
0.12854	-2.29118	-0.248856
-0.221503	-2.26047	0.0475586
-1.23279	-1.79382	-0.548715
-0.770688	-1.22114	-1.41956
0.156661	-0.170688	-1.81352
-0.939867	0.0195385	-1.61357
-1.17857	-1.02303	-0.876137
-1.17965	-1.30871	0.277963
-0.894806	-1.59536	0.793602
-0.0855422	-0.655612	1.05625
-1.01129	0.3547	0.218457
-2.06143	0.00394051	-0.931964
-2.29687	1.07808	-0.161786
-2.49968	0.97904	-0.282568
-2.12598	-0.211612	0.398096
-3.02613	0.756806	1.33494
-2.54807	0.596086	2.15615
-1.99935	0.0682361	1.91025
-2.35788	0.218711	1.09396
-3.08541	1.21394	-0.0248203
-2.65425	0.251289	1.14933
-1.61895	0.257665	0.605254
-0.675048	-0.87771	-0.202954
-0.950863	-0.624546	0.217098
-1.67942	0.40449	0.00095676
-2.49725	0.682438	-0.770164
-2.19128	1.70045	0.333636
-2.95253	1.02107	-0.518882
-4.09966	0.214113	0.472231
-4.86985	0.772742	0.237958
-4.06295	1.81975	-0.33819
-3.63956	0.935125	-0.785666
-3.54397	0.924223	-0.0318997
-2.80262	0.627653	-0.548605
-2.49039	0.0844325	-1.40933
-2.06447	-0.296507	-2.04049
-1.3386	-0.624971	-1.67
-0.532387	0.382659	-1.88693
-0.654647	0.339265	-1.28392
-0.0557279	0.250596	-1.39781
1.00231	-0.40811	-1.27449
0.912609	0.383767	-0.378536
0.334628	0.384008	0.625486
-0.118246	0.101325	1.37454
0.136177	-1.08527	0.97563
-0.486321	-0.955103	0.51796
0.0236817	-0.677934	0.276503
-0.537418	0.131474	0.633795
-1.04158	1.09591	1.2634
0.017988	1.80266	0.452896
-0.297425	1.57676	1.35041
0.677158	1.83584	0.282124
0.759227	2.17678	-0.786351
0.474913	1.29229	-1.67133
1.17019	0.844617	-1.23525
0.565839	0.240457	-0.597662
0.385625	0.532376	-0.168194
0.419218	0.0741663	-0.254628
-0.349572	-0.715757	-0.335349
-0.994307	0.456291	0.534234
0.175866	-0.569986	1.00322
-0.794225	-0.00643524	1.19373
-1.07496	-0.188438	0.789159
-0.28358	-0.219857	-0.137642
-1.43086	0.654763	-0.419319
-1.97262	-0.158348	0.0818249
-0.893195	-1.28849	1.19088
-1.73894	-1.1447	0.19702
-1.68865	0.0535872	0.390515
-2.21297	-0.446885	0.600637
-1.33525	-0.60186	0.997177
-2.24449	-1.48584	0.206655
-1.31536	-2.00393	-0.00922047
-1.74257	-1.14001	-0.148981
-0.654213	-1.82576	-0.631858
-0.0465126	-2.05209	-0.923406
0.0765023	-1.52892	-1.9023
-0.331633	-0.63232	-1.1525
-1.11915	-1.01673	-0.286047
-1.96695	-0.528994	-0.754879
-1.28273	-0.108665	-1.70297
-2.22239	-0.618444	-0.53612
-1.63941	-1.45783	0.166085
-1.20781	-1.07892	0.610399
-1.44141	-0.734943	0.0353631
-1.523	-0.937904	0.936708
-0.722441	-0.845814	1.68139
0.106087	-0.11734	0.521061
0.767231	0.457922	0.35937
0.602488	1.5184	0.369098
1.03501	2.09078	-0.326519
1.46308	1.67981	-0.473894
0.55944	0.712151	0.303485
0.193002	0.410267	0.654322
1.25739	-0.699194	-0.392045
0.165998	-0.348213	0.530493
0.52992	0.52806	-0.527133
0.150599	1.35758	-0.798088
-0.360945	0.80049	-1.59125
-0.830266	0.605679	-1.74905
0.289264	0.515833	-1.93716
1.12075	0.282162	-1.27645
-0.0641411	0.145131	-2.11547
-0.0394543	0.685289	-1.75186
-0.34143	1.49148	-1.26705
0.111703	1.2161	-1.10503
1.00799	1.303	-0.324718
1.00799	0.873962	0.430554
1.42807	0.281179	0.305478
1.44866	0.950799	-0.279974
0.486219	0.886695	-0.76806
-0.14858	1.18517	-0.353429
-0.148125	0.330995	-0.696858
0.272594	0.760603	0.316197
0.0932572	1.16169	1.50944
-0.523768	1.4068	1.0934
-0.084633	1.51773	0.0286901
-0.621908	1.16849	0.694164
-0.666317	0.357541	0.110623
0.483484	-0.283213	-0.252695
0.68091	0.728612	-0.0301917
-0.41274	1.00084	-0.546139
0.483964	1.21253	-1.54421
0.647136	1.26406	-1.04012
0.132946	1.45806	-0.931389
0.645818	1.41352	-0.499092
1.76303	0.421023	0.353746
0.849992	0.647407	-0.417644
0.235088	1.47509	-0.127963
0.528014	0.283434	-0.352023
0.768892	0.266259	-0.660847
-0.19481	-0.391851	0.0191039
-0.344766	-0.153298	0.653031
-0.9816	0.523484	-0.17947
0.166591	1.04436	0.752174
-0.964442	0.183794	1.72524
-0.881671	-0.80869	2.02315
-0.0583934	-1.61693	1.86559
0.936675	-0.772949	1.60594
0.267195	-0.264074	1.8465
0.415586	-0.0480508	1.44479
-0.782183	-0.762694	0.515365
-0.700861	-0.171953	1.04466
-1.72252	-0.107482	0.38676
-1.25354	0.779804	0.0922355
-0.661076	0.399633	-0.258375
-0.733872	0.604659	0.494516
-1.23847	-0.454617	1.5447
-2.09359	0.603464	1.08992
-2.08965	0.0794958	0.924792
-1.26719	-0.196065	1.15417
-0.824863	-0.904551	-0.00399172
-0.503004	-0.694149	-0.497494
-0.645611	-0.207392	0.197508
-0.388042	-0.106171	0.272803
0.153289	-0.220014	0.510898
-0.959881	-0.420782	1.66727
-1.15851	-1.57257	0.934006
-1.55699	-0.567798	1.28496
-1.48991	0.0929119	0.678964
-0.924908	-0.129662	1.57114
-1.28168	-1.22067	0.9017
-0.16239	-1.10649	1.59946
-0.914008	-0.670636	1.68653
0.267067	-1.46025	1.4251
0.262374	-2.01911	1.24228
0.594761	-2.89055	2.34956
0.529626	-3.1055	1.5159
0.21732	-3.94142	1.71124
1.30643	-3.69504	1.92871
0.393808	-3.71733	2.34478
-0.525615	-3.82567	1.98359
-0.506279	-3.17162	1.32797
-0.8074	-3.29733	0.662155
-1.35846	-2.95603	1.52002
-0.652616	-3.1652	2.31956
-0.793639	-2.53035	1.67582
0.131696	-2.40327	0.66293
0.174463	-1.50758	0.289181
1.35961	-0.358476	-0.00313195
1.7882	-0.867589	-0.580147
2.10319	0.150454	0.590859
2.2052	0.635106	0.730711
2.07064	0.226646	-0.0604874
1.11688	-0.672315	-1.04156
0.568202	-0.374039	-0.183183
-0.468953	0.206097	0.448581
0.0195598	-0.152415	1.07279
0.665383	-0.596141	0.354378
-0.312507	-0.0567194	-0.194376
-0.367678	0.0114324	0.494682
0.320671	-0.375323	-0.393214
0.438447	0.52926	-0.942538
-0.258303	0.125512	-0.068243
0.482125	1.02121	0.641308
0.673782	0.359016	-0.514798
0.925808	-0.0780533	0.633841
0.644409	0.452846	-0.543178
1.43516	1.23075	-0.740918
0.63157	0.172454	-1.38781
1.63723	-0.0652069	-0.445194
0.581124	-0.275964	0.0884753
0.589589	0.460393	1.14844
0.523618	-0.137055	1.26918
0.86044	-1.17474	1.2914
1.76966	-1.57964	0.134869
0.740561	-1.40573	1.08348
0.922015	-0.233077	0.925349
0.70184	0.399403	0.596874
0.255869	1.44107	0.8485
0.535791	0.76097	0.320261
1.6752	0.976633	0.549578
1.59152	1.43019	-0.192288
1.21523	0.921357	-0.0798331
1.57467	0.892851	-0.300948
2.52895	1.19159	-0.25834
2.48142	0.954323	-0.953544
2.5181	0.59774	0.0472964
1.67573	-0.139099	0.640076
1.52149	-0.413776	0.51056
2.0335	-0.738479	1.31893
1.08443	-0.469835	0.234146
0.800812	0.477263	-0.952542
-0.164237	0.127244	0.240589
0.885179	0.671206	0.247408
0.170064	0.81544	1.32465
0.581572	1.02216	0.318089
1.01472	0.342192	-0.237646
1.99526	0.765532	0.36809
1.47489	-0.187283	1.04003
0.856833	0.638398	1.50396
1.08511	1.65223	0.535103
0.229516	1.97007	0.407375
0.41908	1.32995	1.09576
1.41554	2.09458	-0.0645821
1.75733	1.0508	-1.12784
1.6248	0.0413599	-1.12468
2.14392	0.397779	0.0121036
2.23164	-0.336664	0.587298
1.46677	0.800101	1.46679
0.809839	1.59409	0.523874
-0.369978	1.01123	-0.266009
-0.526207	0.610254	0.0468426
0.419756	0.647204	0.743712
0.580595	0.715833	0.0888222
-0.399322	-0.242661	-0.169084
-0.360488	0.0328712	0.769934
-0.682664	-0.0367907	-0.238383
-0.574422	0.591914	-0.910817
-0.34058	1.51552	0.202426
-0.423856	1.02842	-0.98274
-0.159196	1.85606	-0.446076
-0.579528	1.14671	-1.49072
-1.02731	0.737426	-0.857852
-2.10654	1.16793	-1.0352
-1.41468	1.82961	-0.244173
-1.47627	1.41202	-0.899098
-1.34188	1.50795	-0.000308931
-2.20309	0.448569	0.386374
-2.05525	-0.00244563	0.53173
-1.30631	0.051198	1.05764
-0.448506	0.964865	1.34028
0.355741	0.333376	0.872055
0.978479	0.750301	0.10396
0.0222328	0.684699	0.114006
0.160424	-0.458447	1.00395
-0.327448	0.0909503	0.776124
-0.991915	-0.451182	-0.418636
-1.89849	-0.796586	-1.1715
-1.0476	-1.29102	-1.80518
-2.09383	-0.858648	-2.70807
-1.91441	-0.754326	-2.78158
-1.60738	-1.01515	-1.74795
-1.9073	0.0693186	-1.35835
-1.67856	0.706388	-2.18618
-1.9929	1.82684	-1.07704
-1.14084	2.0036	-0.695457
-0.16382	3.03825	0.0262376
0.238105	3.13356	-0.405563
-0.421304	3.92149	0.616909
-1.29519	3.04002	0.698806
-1.01155	2.14679	1.5335
-0.260051	2.46123	2.17501
0.0937477	1.6308	2.19879
0.389897	2.42247	1.47578
0.192824	2.50501	0.514545
0.222659	3.62944	0.149238
-0.189784	3.0143	1.26749
0.756102	2.82287	0.793704
0.079211	2.74242	0.896682
-0.321902	1.96113	-0.0248351
-1.0249	1.83346	1.09836
0.0366849	1.86011	1.40947
0.626965	0.920374	1.73681
-0.211527	0.624131	0.56318
0.746538	0.986301	0.061886
1.84608	-0.0286839	0.310627
1.29391	0.296173	0.227861
1.17295	0.040306	-0.661655
0.569721	0.306896	-0.156214
0.844879	-0.284025	-0.185338
0.540957	-0.214541	-1.04627
0.931703	-0.255606	-0.523014
1.54895	0.0838004	0.424589
0.849635	-0.253968	0.745829
0.000859423	0.275699	-0.0482434
0.249399	-0.345247	0.373897
0.629254	-0.961884	0.819396
0.632718	-1.05475	0.81098
-0.331868	-0.786065	-0.0935673
-0.743249	-0.162391	-1.11831
-0.329647	0.460562	-0.486017
0.18696	-0.62658	0.694922
1.13901	0.142918	0.760345
0.669145	0.499725	-0.37028
0.0766615	0.019033	0.0054478
-0.222907	-0.874746	0.405119
0.291201	-0.712518	0.838764
-0.609614	-1.00408	0.703641
0.0861378	0.114284	0.0890344
-0.735539	0.0563944	-0.968661
-0.681865	-0.554002	-0.803778
-0.384445	-0.253573	-0.179064
0.00187465	-0.14317	-1.13614
-0.62518	0.579728	-0.56336
-0.171112	1.74611	-0.483124
-0.951419	1.25068	-0.317366
-0.278668	1.26972	0.155521
-0.843029	0.223131	0.391074
0.0173175	-0.410011	0.111386
-0.370723	0.59658	0.549993
-0.646214	-0.410228	0.449716
-1.13173	-0.132394	0.174132
-1.11014	-0.429126	1.34702
-1.93058	0.57333	0.885475
-1.63874	-0.218433	0.900688
-0.626937	0.768888	0.710539
-0.847599	-0.230781	1.55898
-1.1448	0.468117	0.833114
-0.749009	1.60767	-0.0750955
-0.910444	0.527852	0.60118
-0.388984	0.741904	-0.152531
0.406673	-0.442647	-0.619734
0.108988	-0.299465	-0.717589
0.42995	0.696049	0.103591
-0.593089	1.48433	-0.757236
-0.608411	0.91053	-0.549452
-0.831691	-0.158641	-0.161806
0.0596689	0.291211	0.870224
-0.817366	0.841301	0.862852
-0.864159	1.48794	0.719882
0.000473434	1.89622	0.249248
-0.986924	1.08685	0.201566
-1.87021	0.937503	-0.170218
-1.71903	0.825054	0.0994861
-2.14672	1.00695	0.121707
-2.24072	0.526158	0.0341302
-2.15399	-0.0212016	0.620776
-1.7553	0.533422	-0.110558
-1.07304	-0.0406592	-0.547755
-0.444768	0.40595	-0.0598434
0.243336	0.387487	0.181054
1.30998	1.1426	0.791381
0.48159	1.40028	-0.292266
0.866158	1.35621	0.841907
0.806105	1.91119	-0.268431
1.90928	0.844336	-0.523857
0.82424	0.55635	-1.67314
-0.066596	0.768633	-1.32744
0.103402	1.57769	-0.53726
1.2571	0.697114	-0.418036
1.17748	0.930226	0.00082204
1.25032	0.294659	0.160681
1.49789	-0.416892	-0.60853
1.8764	-0.0684272	-0.737831
2.23593	-0.778007	-0.473948
2.76685	-1.11465	-0.216779
2.79976	-1.56929	-0.835254
1.65562	-0.894548	-1.66343
0.456317	-0.734745	-1.31954
-0.582156	0.440058	-0.268197
-0.706127	1.43549	-0.331753
-1.07722	0.981752	-1.2948
-0.00915614	0.403105	-1.7222
-0.707801	-0.0268853	-0.535164
-0.24659	0.952147	0.324474
0.323644	1.20753	-0.117008
0.307028	1.00342	0.553844
-0.0939308	1.67676	0.772899
-1.13017	1.37208	0.149594
-0.159662	1.74361	0.892892
-0.450204	2.49901	0.985037
-0.0429406	2.16189	0.165427
-0.936526	1.73249	0.940842
-0.0237489	0.64037	1.50174
0.740902	-0.41003	0.951953
0.634124	-0.900588	2.04676
0.943469	-0.616995	1.99456
1.92037	-1.56311	0.841205
2.28253	-1.72718	0.70559
2.34745	-1.69622	0.340263
2.09624	-0.983527	-0.527226
1.08786	-0.895457	0.276673
1.54208	-1.6742	-0.0224806
1.49114	-2.22774	0.887706
0.81733	-2.25277	-0.274431
0.80167	-1.82302	0.721546
0.523771	-1.60936	0.288784
-0.672908	-0.796155	1.10255
-1.69615	-0.447627	0.193106
-1.69832	-1.16372	-0.945487
-1.027	-1.75074	-0.802348
-0.623207	-0.966721	-0.535023
-0.363763	-1.26035	-0.13443
0.491886	-0.592539	-1.09349
1.08752	-0.0815859	-1.03501
0.0375791	0.698801	-1.38515
0.531334	0.0676264	-1.50927
0.243841	-1.05588	-0.819258
0.335756	-1.71816	0.195383
0.635915	-1.38103	-0.865952
1.55602	-1.11276	-1.09804
1.48244	-0.948025	-0.212362
1.15487	-0.934613	0.0050031
1.60472	-0.132302	-0.367138
2.4482	-0.621725	0.355149
1.94811	-0.231195	0.333244
0.990514	0.526717	-0.381914
0.948197	-0.110717	-0.600034
0.0963054	0.403281	-0.534303
-0.484851	0.547704	0.123513
0.627081	0.338564	0.370504
0.224853	-0.676287	0.232227
-0.785183	0.251201	0.946342
-1.07456	-0.65441	0.3486
0.0545549	-1.05332	0.292615
0.0157574	-0.954368	0.642478
-0.407638	-1.0262	1.32037
-0.453666	-0.638692	1.6925
0.344088	-0.572698	0.825309
-0.658637	-0.325525	0.244314
-0.41269	-0.702028	-0.134559
-0.32283	-0.424401	0.160727
-1.02517	0.190364	0.253253
-0.382775	0.557673	-0.438541
-0.41714	0.308665	-0.154824
-0.859363	1.39544	0.609478
-0.479233	1.18223	0.328067
-1.396	0.722311	1.36926
-0.563414	0.73441	0.263279
0.463493	1.24046	-0.495113
0.115064	1.83368	0.204983
0.425421	2.53442	-0.723887
0.799217	1.93184	0.226265
0.381692	2.65259	-0.638377
-0.181505	3.32382	-1.70291
-0.850874	2.3137	-2.84103
-1.3426	1.94021	-3.00223
-1.47031	2.79029	-3.08896
-2.57892	1.71251	-4.24816
-3.11474	1.52364	-4.53814
-2.94553	1.74824	-3.67943
-3.13443	0.769818	-3.71687
-2.72558	0.893095	-2.77124
-2.65037	0.928729	-2.34198
-1.93753	1.20125	-1.22987
-2.93101	0.00196479	-1.43984
-3.06777	0.464915	-0.639842
-3.60043	0.0209873	-0.166135
-2.54201	-0.696482	-1.17479
-1.58503	0.360011	-1.20509
-2.44116	0.722314	-2.25053
-1.71572	-0.332402	-2.98321
-1.17852	-0.26164	-3.32034
-1.38085	-0.69056	-2.90674
-1.77787	-1.84296	-1.83018
-2.48838	-0.690037	-1.03244
-1.42226	-0.799601	-1.70154
-1.57	-1.00188	-1.03304
-1.21651	-0.880631	-0.332436
-1.83065	0.0395731	-0.81988
-2.44704	0.0899534	-1.56792
-2.82922	-0.755221	-1.41052
-2.42721	-1.71491	-0.65957
-2.21737	-1.53608	-1.40374
-1.06409	-1.79077	-2.16533
-0.737394	-2.63864	-1.55217
-0.742168	-3.50047	-0.979817
0.149559	-3.78101	-1.41806
-0.50696	-3.04842	-1.22924
0.477326	-2.01357	-1.99569
0.581325	-2.61729	-2.13787
0.628613	-3.50819	-3.03244
0.208495	-2.62308	-4.06398
1.18146	-2.82184	-3.83935
0.335615	-3.44264	-3.35081
0.0912531	-2.95987	-2.46151
0.237985	-3.08842	-2.66161
-0.192916	-4.06445	-2.51151
0.975989	-4.21299	-1.47332
-0.1633	-3.31657	-1.08332
0.280726	-2.32525	-1.7846
-0.130286	-1.94839	-1.42689
0.493583	-1.37246	-1.57727
-0.204684	-1.17652	-0.744534
-1.03259	-0.818085	-1.42654
-0.637871	-0.99775	-0.844277
0.115689	-0.697757	-1.00118
0.0784679	-0.484371	-2.11033
0.821996	-0.906982	-1.47057
1.11765	-1.61586	-1.84824
2.28547	-0.562698	-1.01306
1.53737	-0.291541	-0.0867527
1.77767	-0.676888	0.627348
2.29769	-0.371159	0.661264
1.60422	-0.1795	0.787085
0.972696	-0.143239	1.66329
1.19329	-1.07957	1.36656
0.965508	0.112787	1.15573
1.40472	0.554949	0.128389
2.43202	-0.0724592	0.55715
1.25792	-0.699544	1.07444
0.901962	0.201063	0.944427
-0.281692	-0.339836	-0.125137
-0.445579	0.1491	0.507293
-0.474495	0.703082	0.320515
-0.340347	0.62491	0.265755
-0.516824	0.329285	-0.602999
-0.371044	0.0558247	-1.29078
0.233339	-1.02284	-0.943775
0.24483	-1.16117	0.199615
1.34984	-1.56603	0.778184
1.28036	-1.68846	0.232802
1.26787	-1.4012	-0.58457
0.327626	-2.49604	0.374291
-0.392947	-2.41487	0.384876
-1.04589	-1.47325	-0.0856473
-0.837351	-0.338743	0.961862
0.222778	-0.134855	0.128439
0.294445	-0.427827	0.644307
-0.225343	-1.45788	1.41053
0.471118	-2.28222	0.643401
-0.464104	-1.42997	1.53817
-0.179405	-1.10804	0.876993
0.390158	-1.69978	1.44525
1.51937	-1.84677	1.1479
0.502539	-1.06886	0.41217
1.24497	-1.05569	1.28768
2.17564	-1.61407	1.21166
2.25213	-1.32187	0.405685
2.60518	-0.385588	-0.029717
1.72327	0.0236857	-0.614242
1.81475	0.86202	0.0451579
0.937423	1.22715	0.446394
0.486879	1.32377	0.638623
0.9008	0.320192	0.999326
-0.153429	-0.861422	-0.10712
-0.592525	-0.0729095	-0.88298
-0.226086	-0.555084	-0.49993
0.0236937	0.320863	-0.222735
-0.0443186	-0.00371912	-0.121696
-0.526551	0.541059	0.292068
0.367784	0.271749	1.0816
0.640024	0.753662	1.25995
0.972439	0.476654	1.84417
2.00485	-0.44951	1.17444
1.41597	0.0163466	1.36867
0.771847	1.13351	0.695936
0.00664582	0.37126	0.0531146
0.802024	-0.0931024	0.905682
1.0771	-0.678509	1.39619
0.271504	0.28974	1.78092
-0.692699	0.44699	1.04587
0.333529	1.09985	0.857814
-0.226572	0.0453805	0.87438
-0.430822	-0.407935	0.660945
0.0171438	-0.182442	1.38361
1.03994	0.530327	0.195615
1.13634	-0.344223	-0.306841
0.649288	-0.0584843	-0.00959477
0.384365	0.199325	-0.270351
-0.27581	-0.161911	-0.211485
-1.1298	-0.697545	0.110749
-1.00684	-1.18902	0.567934
0.0602877	-1.11826	0.503121
-0.366613	-1.43482	-0.547188
-0.750101	-1.40863	-0.0901106
-0.5145	-1.08162	-1.06645
0.422331	-0.668784	-1.2098
-0.492143	-1.18225	-0.95292
-0.207761	-0.753301	0.207812
-0.464248	-1.36507	-0.556859
0.145361	-0.376709	-0.179553
0.342018	0.0575718	-0.424851
-0.134356	0.823604	-0.671238
-1.229	1.39591	-0.57207
-0.858121	1.37224	-1.40717
-0.0485273	0.213938	-0.34747
-0.743961	0.291785	0.107829
-0.751994	0.0999998	-0.624701
-1.61153	1.10282	-0.784519
-0.71678	-0.0328912	-0.78843
-0.965739	-1.11335	0.319997
0.0390158	-1.30799	-0.210381
-0.0871596	-1.57956	-0.0224802
-0.507083	-0.413669	0.581011
0.227063	0.507719	-0.299659
0.699946	-0.675251	0.641955
1.20588	0.347854	1.60755
0.232724	-0.684168	0.88869
0.439891	-1.53229	0.60927
-0.364827	-0.838335	-0.225427
0.338064	-0.150502	0.890236
-0.299046	0.753927	-0.0115879
0.498576	1.22256	-0.981724
1.22852	0.507015	0.117915
0.0472205	-0.411281	-0.527926
0.00920457	-0.698147	-0.0184369
0.0401894	-0.915525	-0.130947
-0.569295	-1.65199	-0.418111
-1.64258	-2.02179	0.168867
-2.78384	-1.47617	-0.380305
-2.48833	-0.537892	-0.770285
-2.40745	-0.973365	-1.13081
-1.53652	-1.94658	-1.62994
-2.65472	-2.30759	-0.511191
-1.55766	-3.45642	-0.571156
-1.76283	-2.34266	-0.121203
-2.22947	-3.11352	-0.136746
-2.54872	-2.35258	-0.21662
-2.9159	-1.92737	-0.0733856
-2.21871	-2.46734	-0.317469
-2.54378	-2.07091	-1.47282
-2.34107	-2.42741	-0.277149
-1.30738	-1.26724	-0.988056
-0.176623	-0.134272	-0.835752
0.43073	-1.03224	0.213891
-0.247642	-0.492361	1.25278
-0.474358	-0.434243	1.68106
-1.59741	-1.28307	0.744846
-0.95195	-1.62653	-0.285123
-1.13122	-0.703089	-0.695939
-1.2512	0.150796	-0.456034
-0.753472	0.335225	-0.729561
0.0981726	0.472772	0.0436851
