1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
1	8	21	14	19	10	12	13	26	22	3	7	9	33	32	20	34	16	6	18	28	25	27	5	31	11	4	17	29	30	23	24	2	15	 loss 210.096
