# BLOCK:    VELOCITY:    BLOCK_POFV:    AVE_POFV:    ERROR:
          16     1.41421    0.370494    0.334677    0.012843
          16     1.60278    0.384514    0.325396     0.01376
          16     1.79134     0.32905    0.376002   0.0177508
          16      1.9799    0.309703    0.396874   0.0246178
          16     2.16846    0.281296    0.388559   0.0172613
          16     2.35702     0.43438    0.382505   0.0125043
          16     2.54558     0.37867    0.362114   0.0195475
          16     2.73415    0.301011    0.327661   0.0157783
          16     2.92271    0.279454    0.301119   0.0155683
          16     3.11127     0.25694    0.271941   0.0112033
          16     3.29983    0.313533     0.21554   0.0118801
          16     3.48839    0.240932    0.155901   0.0129216
          16     3.67696    0.131699    0.123535  0.00757398
          16     3.86552   0.0826431    0.115801   0.0119461
          16     4.05408   0.0830114    0.108584  0.00780126
          16     4.24264   0.0357482    0.094353   0.0103661
          16      4.4312   0.0629767   0.0614652  0.00883338
          16     4.61976    0.048589   0.0437169  0.00658319
          16     4.80833   0.0491292   0.0303958  0.00523101
          16     4.99689  0.00842145   0.0183621  0.00422789
          16     5.18545   0.0242086    0.010582  0.00197071
          16     5.37401   0.0320408   0.0115196  0.00337208
          16     5.56257  0.00584345  0.00674422  0.00216486

          17   0.0942809           0 0.000609475 0.000268788
          17    0.282843   0.0540642   0.0125852  0.00326819
          17    0.471405     0.03592   0.0483204   0.0054139
          17    0.659966    0.131871    0.100067  0.00786571
          17    0.848528    0.210143      0.1479   0.0138922
          17     1.03709    0.157233    0.214911    0.014169
          17     1.22565    0.237225    0.304247   0.0201643
          17     1.41421    0.246088    0.329466   0.0131022
          17     1.60278    0.280977    0.322784   0.0131963
          17     1.79134    0.354756    0.374752   0.0167505
          17      1.9799    0.396373    0.396845   0.0231697
          17     2.16846    0.312085     0.38406   0.0168219
          17     2.35702    0.518054    0.390479   0.0140833
          17     2.54558    0.424485    0.365783   0.0187388
          17     2.73415    0.528906    0.339499   0.0187729
          17     2.92271    0.284119    0.300119   0.0146846
          17     3.11127    0.168404    0.265851   0.0120869
          17     3.29983    0.240981    0.217037   0.0112751
          17     3.48839    0.220946    0.159727   0.0127154
          17     3.67696   0.0953367    0.121876  0.00730783
          17     3.86552    0.085393    0.114012   0.0113765
          17     4.05408    0.107981    0.108549  0.00734244
          17     4.24264   0.0306413   0.0906053   0.0104118
          17      4.4312   0.0118342   0.0585457  0.00878298
          17     4.61976   0.0199365   0.0423181  0.00634282
          17     4.80833   0.0446361   0.0312334  0.00498993
          17     4.99689    0.039873   0.0196274  0.00416424
          17     5.18545    0.011736   0.0106499  0.00185596
          17     5.37401   0.0445379   0.0134619  0.00369093
          17     5.56257  0.00876518   0.0068631  0.00204077

          18   0.0942809  0.00522964 0.000866151   0.0003559
          18    0.282843   0.0384489   0.0140221   0.0033878
          18    0.471405   0.0332929   0.0474855   0.0051771
          18    0.659966   0.0536223   0.0974863  0.00784052
          18    0.848528   0.0564703    0.142821   0.0140183
          18     1.03709    0.175991    0.212749   0.0135458
          18     1.22565    0.272457     0.30248   0.0191212
          18     1.41421    0.240097    0.324501   0.0132817
          18     1.60278    0.275919     0.32018   0.0127174
          18     1.79134    0.394335     0.37584   0.0158552
          18      1.9799    0.455863    0.400124   0.0221133
          18     2.16846    0.535314    0.392463   0.0178633
          18     2.35702    0.439069    0.393178   0.0135571
          18     2.54558    0.435583    0.369661   0.0180945
          18     2.73415    0.326914      0.3388   0.0177429
          18     2.92271    0.376461     0.30436   0.0144683
          18     3.11127    0.310047    0.268306   0.0116621
          18     3.29983    0.270444    0.220004   0.0110322
          18     3.48839    0.128458     0.15799    0.012127
          18     3.67696    0.104298      0.1209  0.00696678
          18     3.86552   0.0889531     0.11262   0.0108293
          18     4.05408   0.0421318    0.104859   0.0078068
          18     4.24264   0.0359937   0.0875713   0.0102659
          18      4.4312   0.0683046   0.0590879  0.00831175
          18     4.61976   0.0466249   0.0425574  0.00599495
          18     4.80833   0.0194945   0.0305813  0.00475513
          18     4.99689   0.0109994   0.0191481  0.00396038
          18     5.18545  0.00299538   0.0102247  0.00180091
          18     5.37401   0.0513389   0.0155662  0.00404145
          18     5.56257  0.00346188  0.00667414  0.00193612

          19   0.0942809           0 0.000820564 0.000340076
          19    0.282843   0.0149278   0.0140698  0.00320983
          19    0.471405   0.0164992   0.0458547  0.00515509
          19    0.659966   0.0270567   0.0937795  0.00825775
          19    0.848528   0.0814155    0.139589    0.013648
          19     1.03709     0.23445    0.213891   0.0128809
          19     1.22565    0.141716    0.294019   0.0198991
          19     1.41421    0.253134    0.320745    0.013103
          19     1.60278    0.408993    0.324854   0.0128785
          19     1.79134    0.349772    0.374468     0.01508
          19      1.9799    0.429788    0.401685   0.0210045
          19     2.16846    0.544988    0.400491   0.0186398
          19     2.35702    0.333838    0.390055   0.0131984
          19     2.54558    0.438922    0.373306   0.0175055
          19     2.73415    0.355886    0.339699   0.0168319
          19     2.92271    0.433987    0.311183   0.0152306
          19     3.11127     0.35429    0.272832    0.011894
          19     3.29983    0.303025    0.224373   0.0112838
          19     3.48839    0.190894    0.159722   0.0116118
          19     3.67696    0.125929    0.121164  0.00660513
          19     3.86552   0.0395538    0.108775   0.0109208
          19     4.05408   0.0206976    0.100429  0.00856083
          19     4.24264   0.0597603   0.0861076  0.00982941
          19      4.4312   0.0527384   0.0587537  0.00788101
          19     4.61976   0.0119815   0.0409481  0.00589146
          19     4.80833  0.00979638   0.0294873  0.00462899
