x	y	z
-142.443	-124.491	88.0814
-142.495	-124.537	88.1131
-142.547	-124.582	88.1447
-142.599	-124.628	88.1764
-142.651	-124.673	88.2081
-142.703	-124.719	88.2398
-142.755	-124.765	88.2715
-142.807	-124.81	88.3032
-142.859	-124.856	88.3349
-142.911	-124.901	88.3666
-142.963	-124.947	88.3983
-143.016	-124.992	88.43
-143.068	-125.038	88.4617
-143.12	-125.083	88.4934
-143.172	-125.129	88.525
-143.224	-125.174	88.5567
-143.276	-125.22	88.5884
-143.328	-125.266	88.6201
-143.38	-125.311	88.6518
-143.432	-125.357	88.6835
-143.484	-125.402	88.7152
-143.536	-125.448	88.7469
-143.588	-125.493	88.7786
-143.64	-125.539	88.8103
-143.692	-125.584	88.842
-143.745	-125.63	88.8737
-143.797	-125.676	88.9053
-143.849	-125.721	88.937
-143.901	-125.767	88.9687
-143.953	-125.812	89.0004
-144.005	-125.858	89.0321
-144.057	-125.903	89.0638
-144.109	-125.949	89.0955
-144.161	-125.994	89.1272
-144.213	-126.04	89.1589
-144.265	-126.086	89.1906
-144.317	-126.131	89.2223
-144.369	-126.177	89.254
-144.422	-126.222	89.2856
-144.474	-126.268	89.3173
-144.526	-126.313	89.349
-144.578	-126.359	89.3807
-144.63	-126.404	89.4124
-144.682	-126.45	89.4441
-144.734	-126.495	89.4758
-144.786	-126.541	89.5075
-144.838	-126.587	89.5392
-144.89	-126.632	89.5709
-144.942	-126.678	89.6026
-144.994	-126.723	89.6343
-145.046	-126.769	89.6659
-145.098	-126.814	89.6976
-145.151	-126.86	89.7293
-145.203	-126.905	89.761
-145.255	-126.951	89.7927
-145.307	-126.997	89.8244
-145.359	-127.042	89.8561
-145.411	-127.088	89.8878
-145.463	-127.133	89.9195
-145.515	-127.179	89.9512
-145.567	-127.224	89.9829
-145.619	-127.27	90.0146
-145.671	-127.315	90.0462
-145.723	-127.361	90.0779
-145.775	-127.406	90.1096
-145.828	-127.452	90.1413
-145.88	-127.498	90.173
-145.932	-127.543	90.2047
-145.984	-127.589	90.2364
-146.036	-127.634	90.2681
-146.088	-127.68	90.2998
-146.14	-127.725	90.3315
-146.192	-127.771	90.3632
-146.244	-127.816	90.3948
-146.296	-127.862	90.4265
-146.348	-127.908	90.4582
-146.4	-127.953	90.4899
-146.452	-127.999	90.5216
-146.504	-128.044	90.5533
-146.557	-128.09	90.585
-146.609	-128.135	90.6167
-146.661	-128.181	90.6484
-146.713	-128.226	90.6801
-146.765	-128.272	90.7118
-146.817	-128.318	90.7435
-146.869	-128.363	90.7751
-146.921	-128.409	90.8068
-146.973	-128.454	90.8385
-147.025	-128.5	90.8702
-147.077	-128.545	90.9019
-147.129	-128.591	90.9336
-147.181	-128.636	90.9653
-147.234	-128.682	90.997
-147.286	-128.727	91.0287
-147.338	-128.773	91.0604
-147.39	-128.819	91.0921
-147.442	-128.864	91.1238
-147.494	-128.91	91.1554
-147.546	-128.955	91.1871
-147.598	-129.001	91.2188
-147.65	-129.046	91.2505
-147.702	-129.092	91.2822
-147.754	-129.137	91.3139
-147.806	-129.183	91.3456
-147.858	-129.229	91.3773
-147.911	-129.274	91.409
-147.963	-129.32	91.4407
-148.015	-129.365	91.4724
-148.067	-129.411	91.5041
-148.119	-129.456	91.5357
-148.171	-129.502	91.5674
-148.223	-129.547	91.5991
-148.275	-129.593	91.6308
-148.327	-129.639	91.6625
-148.379	-129.684	91.6942
-148.431	-129.73	91.7259
-148.483	-129.775	91.7576
-148.535	-129.821	91.7893
-148.587	-129.866	91.821
-148.64	-129.912	91.8527
-148.692	-129.957	91.8844
-148.744	-130.003	91.916
-148.796	-130.048	91.9477
-148.848	-130.094	91.9794
-148.9	-130.14	92.0111
-148.952	-130.185	92.0428
-149.004	-130.231	92.0745
-149.056	-130.276	92.1062
-149.108	-130.322	92.1379
-149.16	-130.367	92.1696
-149.212	-130.413	92.2013
-149.264	-130.458	92.233
-149.317	-130.504	92.2647
-149.369	-130.55	92.2963
-149.421	-130.595	92.328
-149.473	-130.641	92.3597
-149.525	-130.686	92.3914
-149.577	-130.732	92.4231
-149.629	-130.777	92.4548
-149.681	-130.823	92.4865
-149.733	-130.868	92.5182
-149.785	-130.914	92.5499
-149.837	-130.959	92.5816
-149.889	-131.005	92.6133
-149.941	-131.051	92.645
-149.993	-131.096	92.6766
-150.046	-131.142	92.7083
-150.098	-131.187	92.74
-150.15	-131.233	92.7717
-150.202	-131.278	92.8034
-150.254	-131.324	92.8351
-150.306	-131.369	92.8668
-150.358	-131.415	92.8985
-150.41	-131.461	92.9302
-150.462	-131.506	92.9619
-150.514	-131.552	92.9936
-150.566	-131.597	93.0253
-150.618	-131.643	93.0569
-150.67	-131.688	93.0886
-150.723	-131.734	93.1203
-150.775	-131.779	93.152
-150.827	-131.825	93.1837
-150.879	-131.871	93.2154
-150.931	-131.916	93.2471
-150.983	-131.962	93.2788
-151.035	-132.007	93.3105
-151.087	-132.053	93.3422
-151.139	-132.098	93.3739
-151.191	-132.144	93.4056
-151.243	-132.189	93.4372
-151.295	-132.235	93.4689
-151.347	-132.28	93.5006
-151.399	-132.326	93.5323
-151.452	-132.372	93.564
-151.504	-132.417	93.5957
-151.556	-132.463	93.6274
-151.608	-132.508	93.6591
-151.66	-132.554	93.6908
-151.712	-132.599	93.7225
-151.764	-132.645	93.7542
-151.816	-132.69	93.7859
-151.868	-132.736	93.8175
-151.92	-132.782	93.8492
-151.972	-132.827	93.8809
-152.024	-132.873	93.9126
-152.076	-132.918	93.9443
-152.129	-132.964	93.976
-152.181	-133.009	94.0077
-152.233	-133.055	94.0394
-152.285	-133.1	94.0711
-152.337	-133.146	94.1028
-152.389	-133.192	94.1345
-152.441	-133.237	94.1662
-152.493	-133.283	94.1978
-152.545	-133.328	94.2295
-152.597	-133.374	94.2612
-152.649	-133.419	94.2929
-152.701	-133.465	94.3246
-152.753	-133.51	94.3563
-152.805	-133.556	94.388
-152.858	-133.601	94.4197
-152.91	-133.647	94.4514
-152.962	-133.693	94.4831
-153.014	-133.738	94.5148
-153.066	-133.784	94.5465
-153.118	-133.829	94.5781
-153.17	-133.875	94.6098
-153.222	-133.92	94.6415
-153.274	-133.966	94.6732
-153.326	-134.011	94.7049
-153.378	-134.057	94.7366
-153.43	-134.103	94.7683
-153.482	-134.148	94.8
-153.535	-134.194	94.8317
-153.587	-134.239	94.8634
-153.639	-134.285	94.8951
-153.691	-134.33	94.9268
-153.743	-134.376	94.9584
-153.795	-134.421	94.9901
-153.847	-134.467	95.0218
-153.899	-134.512	95.0535
-153.951	-134.558	95.0852
-154.003	-134.604	95.1169
-154.055	-134.649	95.1486
-154.107	-134.695	95.1803
-154.159	-134.74	95.212
-154.212	-134.786	95.2437
-154.264	-134.831	95.2754
-154.316	-134.877	95.3071
-154.368	-134.922	95.3387
-154.42	-134.968	95.3704
-154.472	-135.014	95.4021
-154.524	-135.059	95.4338
-154.576	-135.105	95.4655
-154.628	-135.15	95.4972
-154.68	-135.196	95.5289
-154.732	-135.241	95.5606
-154.784	-135.287	95.5923
-154.836	-135.332	95.624
-154.888	-135.378	95.6557
-154.941	-135.424	95.6873
-154.993	-135.469	95.719
-155.045	-135.515	95.7507
-155.097	-135.56	95.7824
-155.149	-135.606	95.8141
-155.201	-135.651	95.8458
-155.253	-135.697	95.8775
-155.305	-135.742	95.9092
-155.357	-135.788	95.9409
-155.409	-135.833	95.9726
-155.461	-135.879	96.0043
-155.513	-135.925	96.036
-155.565	-135.97	96.0676
-155.618	-136.016	96.0993
-155.67	-136.061	96.131
-155.722	-136.107	96.1627
-155.774	-136.152	96.1944
-155.826	-136.198	96.2261
-155.878	-136.243	96.2578
-155.93	-136.289	96.2895
-155.982	-136.335	96.3212
-156.034	-136.38	96.3529
-156.086	-136.426	96.3846
-156.138	-136.471	96.4163
-156.19	-136.517	96.4479
-156.242	-136.562	96.4796
-156.294	-136.608	96.5113
-156.347	-136.653	96.543
-156.399	-136.699	96.5747
-156.451	-136.745	96.6064
-156.503	-136.79	96.6381
-156.555	-136.836	96.6698
-156.607	-136.881	96.7015
-156.659	-136.927	96.7332
-156.711	-136.972	96.7649
-156.763	-137.018	96.7966
-156.815	-137.063	96.8282
-156.867	-137.109	96.8599
-156.919	-137.154	96.8916
-156.971	-137.2	96.9233
-157.024	-137.246	96.955
-157.076	-137.291	96.9867
-157.128	-137.337	97.0184
-157.18	-137.382	97.0501
-157.232	-137.428	97.0818
-157.284	-137.473	97.1135
-157.336	-137.519	97.1452
-157.388	-137.564	97.1769
-157.44	-137.61	97.2085
-157.492	-137.656	97.2402
-157.544	-137.701	97.2719
-157.596	-137.747	97.3036
-157.648	-137.792	97.3353
-157.7	-137.838	97.367
-157.753	-137.883	97.3987
-157.805	-137.929	97.4304
-157.857	-137.974	97.4621
-157.909	-138.02	97.4938
-157.961	-138.066	97.5255
-158.013	-138.111	97.5572
-158.065	-138.157	97.5888
-158.117	-138.202	97.6205
-158.169	-138.248	97.6522
-158.221	-138.293	97.6839
-158.273	-138.339	97.7156
-158.325	-138.384	97.7473
-158.377	-138.43	97.779
-158.43	-138.475	97.8107
-158.482	-138.521	97.8424
-158.534	-138.567	97.8741
-158.586	-138.612	97.9058
-158.638	-138.658	97.9375
-158.69	-138.703	97.9691
-158.742	-138.749	98.0008
-158.794	-138.794	98.0325
-158.846	-138.84	98.0642
-158.898	-138.885	98.0959
-158.95	-138.931	98.1276
-159.002	-138.977	98.1593
-159.054	-139.022	98.191
-159.106	-139.068	98.2227
-159.159	-139.113	98.2544
-159.211	-139.159	98.2861
-159.263	-139.204	98.3178
-159.315	-139.25	98.3494
-159.367	-139.295	98.3811
-159.419	-139.341	98.4128
-159.471	-139.386	98.4445
-159.523	-139.432	98.4762
-159.575	-139.478	98.5079
-159.627	-139.523	98.5396
-159.679	-139.569	98.5713
-159.731	-139.614	98.603
-159.783	-139.66	98.6347
-159.836	-139.705	98.6664
-159.888	-139.751	98.6981
-159.94	-139.796	98.7297
-159.992	-139.842	98.7614
-160.044	-139.888	98.7931
-160.096	-139.933	98.8248
-160.148	-139.979	98.8565
-160.2	-140.024	98.8882
-160.252	-140.07	98.9199
-160.304	-140.115	98.9516
-160.356	-140.161	98.9833
-160.408	-140.206	99.015
-160.46	-140.252	99.0467
-160.513	-140.298	99.0784
-160.565	-140.343	99.11
-160.617	-140.389	99.1417
-160.669	-140.434	99.1734
-160.721	-140.48	99.2051
-160.773	-140.525	99.2368
-160.825	-140.571	99.2685
-160.877	-140.616	99.3002
-160.929	-140.662	99.3319
-160.981	-140.707	99.3636
-161.033	-140.753	99.3953
-161.085	-140.799	99.427
-161.137	-140.844	99.4587
-161.189	-140.89	99.4903
-161.242	-140.935	99.522
-161.294	-140.981	99.5537
-161.346	-141.026	99.5854
-161.398	-141.072	99.6171
-161.45	-141.117	99.6488
-161.502	-141.163	99.6805
-161.554	-141.209	99.7122
-161.606	-141.254	99.7439
-161.658	-141.3	99.7756
-161.71	-141.345	99.8073
-161.762	-141.391	99.839
-161.814	-141.436	99.8706
-161.866	-141.482	99.9023
-161.919	-141.527	99.934
-161.971	-141.573	99.9657
-162.023	-141.619	99.9974
-162.075	-141.664	100.029
-162.127	-141.71	100.061
-162.179	-141.755	100.092
-162.231	-141.801	100.124
-162.283	-141.846	100.156
-162.335	-141.892	100.188
-162.387	-141.937	100.219
-162.439	-141.983	100.251
-162.491	-142.028	100.283
-162.543	-142.074	100.314
-162.595	-142.12	100.346
-162.648	-142.165	100.378
-162.7	-142.211	100.409
-162.752	-142.256	100.441
-162.804	-142.302	100.473
-162.856	-142.347	100.504
-162.908	-142.393	100.536
-162.96	-142.438	100.568
-163.012	-142.484	100.6
-163.064	-142.53	100.631
-163.116	-142.575	100.663
-163.168	-142.621	100.695
-163.22	-142.666	100.726
-163.272	-142.712	100.758
-163.325	-142.757	100.79
-163.377	-142.803	100.821
-163.429	-142.848	100.853
-163.481	-142.894	100.885
-163.533	-142.939	100.916
-163.585	-142.985	100.948
-163.637	-143.031	100.98
-163.689	-143.076	101.012
-163.741	-143.122	101.043
-163.793	-143.167	101.075
-163.845	-143.213	101.107
-163.897	-143.258	101.138
-163.949	-143.304	101.17
-164.001	-143.349	101.202
-164.054	-143.395	101.233
-164.106	-143.441	101.265
-164.158	-143.486	101.297
-164.21	-143.532	101.328
-164.262	-143.577	101.36
-164.314	-143.623	101.392
-164.366	-143.668	101.424
-164.418	-143.714	101.455
-164.47	-143.759	101.487
-164.522	-143.805	101.519
-164.574	-143.851	101.55
-164.626	-143.896	101.582
-164.678	-143.942	101.614
-164.731	-143.987	101.645
-164.783	-144.033	101.677
-164.835	-144.078	101.709
-164.887	-144.124	101.74
-164.939	-144.169	101.772
-164.991	-144.215	101.804
-165.043	-144.26	101.836
-165.095	-144.306	101.867
-165.147	-144.352	101.899
-165.199	-144.397	101.931
-165.251	-144.443	101.962
-165.303	-144.488	101.994
-165.355	-144.534	102.026
-165.407	-144.579	102.057
-165.46	-144.625	102.089
-165.512	-144.67	102.121
-165.564	-144.716	102.152
-165.616	-144.762	102.184
-165.668	-144.807	102.216
-165.72	-144.853	102.248
-165.772	-144.898	102.279
-165.824	-144.944	102.311
-165.876	-144.989	102.343
-165.928	-145.035	102.374
-165.98	-145.08	102.406
-166.032	-145.126	102.438
-166.084	-145.172	102.469
-166.137	-145.217	102.501
-166.189	-145.263	102.533
-166.241	-145.308	102.564
-166.293	-145.354	102.596
-166.345	-145.399	102.628
-166.397	-145.445	102.66
-166.449	-145.49	102.691
-166.501	-145.536	102.723
-166.553	-145.581	102.755
-166.605	-145.627	102.786
-166.657	-145.673	102.818
-166.709	-145.718	102.85
-166.761	-145.764	102.881
-166.814	-145.809	102.913
-166.866	-145.855	102.945
-166.918	-145.9	102.976
-166.97	-145.946	103.008
-167.022	-145.991	103.04
-167.074	-146.037	103.071
-167.126	-146.083	103.103
-167.178	-146.128	103.135
-167.23	-146.174	103.167
-167.282	-146.219	103.198
-167.334	-146.265	103.23
-167.386	-146.31	103.262
-167.438	-146.356	103.293
-167.49	-146.401	103.325
-167.543	-146.447	103.357
-167.595	-146.492	103.388
-167.647	-146.538	103.42
-167.699	-146.584	103.452
-167.751	-146.629	103.483
-167.803	-146.675	103.515
-167.855	-146.72	103.547
-167.907	-146.766	103.579
-167.959	-146.811	103.61
-168.011	-146.857	103.642
-168.063	-146.902	103.674
-168.115	-146.948	103.705
-168.167	-146.994	103.737
-168.22	-147.039	103.769
-168.272	-147.085	103.8
-168.324	-147.13	103.832
-168.376	-147.176	103.864
-168.428	-147.221	103.895
-168.48	-147.267	103.927
-168.532	-147.312	103.959
-168.584	-147.358	103.991
-168.636	-147.404	104.022
-168.688	-147.449	104.054
-168.74	-147.495	104.086
-168.792	-147.54	104.117
-168.844	-147.586	104.149
-168.896	-147.631	104.181
-168.949	-147.677	104.212
-169.001	-147.722	104.244
-169.053	-147.768	104.276
-169.105	-147.813	104.307
-169.157	-147.859	104.339
-169.209	-147.905	104.371
-169.261	-147.95	104.403
-169.313	-147.996	104.434
-169.365	-148.041	104.466
-169.417	-148.087	104.498
-169.469	-148.132	104.529
-169.521	-148.178	104.561
-169.573	-148.223	104.593
-169.626	-148.269	104.624
-169.678	-148.315	104.656
-169.73	-148.36	104.688
-169.782	-148.406	104.719
-169.834	-148.451	104.751
-169.886	-148.497	104.783
-169.938	-148.542	104.815
-169.99	-148.588	104.846
-170.042	-148.633	104.878
-170.094	-148.679	104.91
-170.146	-148.725	104.941
-170.198	-148.77	104.973
-170.25	-148.816	105.005
-170.302	-148.861	105.036
-170.355	-148.907	105.068
-170.407	-148.952	105.1
-170.459	-148.998	105.131
-170.511	-149.043	105.163
-170.563	-149.089	105.195
-170.615	-149.134	105.227
-170.667	-149.18	105.258
-170.719	-149.226	105.29
-170.771	-149.271	105.322
-170.823	-149.317	105.353
-170.875	-149.362	105.385
-170.927	-149.408	105.417
-170.979	-149.453	105.448
-171.032	-149.499	105.48
-171.084	-149.544	105.512
-171.136	-149.59	105.543
-171.188	-149.636	105.575
-171.24	-149.681	105.607
-171.292	-149.727	105.639
-171.344	-149.772	105.67
-171.396	-149.818	105.702
-171.448	-149.863	105.734
-171.5	-149.909	105.765
-171.552	-149.954	105.797
-171.604	-150	105.829
-171.656	-150.045	105.86
-171.709	-150.091	105.892
-171.761	-150.137	105.924
-171.813	-150.182	105.955
-171.865	-150.228	105.987
-171.917	-150.273	106.019
-171.969	-150.319	106.051
-172.021	-150.364	106.082
-172.073	-150.41	106.114
-172.125	-150.455	106.146
-172.177	-150.501	106.177
-172.229	-150.547	106.209
-172.281	-150.592	106.241
-172.333	-150.638	106.272
-172.385	-150.683	106.304
-172.438	-150.729	106.336
-172.49	-150.774	106.367
-172.542	-150.82	106.399
-172.594	-150.865	106.431
-172.646	-150.911	106.463
-172.698	-150.957	106.494
-172.75	-151.002	106.526
-172.802	-151.048	106.558
-172.854	-151.093	106.589
-172.906	-151.139	106.621
-172.958	-151.184	106.653
-173.01	-151.23	106.684
-173.062	-151.275	106.716
-173.115	-151.321	106.748
-173.167	-151.366	106.779
-173.219	-151.412	106.811
-173.271	-151.458	106.843
-173.323	-151.503	106.874
-173.375	-151.549	106.906
-173.427	-151.594	106.938
-173.479	-151.64	106.97
-173.531	-151.685	107.001
-173.583	-151.731	107.033
-173.635	-151.776	107.065
-173.687	-151.822	107.096
-173.739	-151.868	107.128
-173.791	-151.913	107.16
-173.844	-151.959	107.191
-173.896	-152.004	107.223
-173.948	-152.05	107.255
-174	-152.095	107.286
-174.052	-152.141	107.318
-174.104	-152.186	107.35
-174.156	-152.232	107.382
-174.208	-152.278	107.413
-174.26	-152.323	107.445
-174.312	-152.369	107.477
-174.364	-152.414	107.508
-174.416	-152.46	107.54
-174.468	-152.505	107.572
-174.521	-152.551	107.603
-174.573	-152.596	107.635
-174.625	-152.642	107.667
-174.677	-152.687	107.698
-174.729	-152.733	107.73
-174.781	-152.779	107.762
-174.833	-152.824	107.794
-174.885	-152.87	107.825
-174.937	-152.915	107.857
-174.989	-152.961	107.889
-175.041	-153.006	107.92
-175.093	-153.052	107.952
-175.145	-153.097	107.984
-175.197	-153.143	108.015
-175.25	-153.189	108.047
-175.302	-153.234	108.079
-175.354	-153.28	108.11
-175.406	-153.325	108.142
-175.458	-153.371	108.174
-175.51	-153.416	108.206
-175.562	-153.462	108.237
-175.614	-153.507	108.269
-175.666	-153.553	108.301
-175.718	-153.599	108.332
-175.77	-153.644	108.364
-175.822	-153.69	108.396
-175.874	-153.735	108.427
-175.927	-153.781	108.459
-175.979	-153.826	108.491
-176.031	-153.872	108.522
-176.083	-153.917	108.554
-176.135	-153.963	108.586
-176.187	-154.008	108.618
-176.239	-154.054	108.649
-176.291	-154.1	108.681
-176.343	-154.145	108.713
-176.395	-154.191	108.744
-176.447	-154.236	108.776
-176.499	-154.282	108.808
-176.551	-154.327	108.839
-176.603	-154.373	108.871
-176.656	-154.418	108.903
-176.708	-154.464	108.934
-176.76	-154.51	108.966
-176.812	-154.555	108.998
-176.864	-154.601	109.03
-176.916	-154.646	109.061
-176.968	-154.692	109.093
-177.02	-154.737	109.125
-177.072	-154.783	109.156
-177.124	-154.828	109.188
-177.176	-154.874	109.22
-177.228	-154.919	109.251
-177.28	-154.965	109.283
-177.333	-155.011	109.315
-177.385	-155.056	109.346
-177.437	-155.102	109.378
-177.489	-155.147	109.41
-177.541	-155.193	109.442
-177.593	-155.238	109.473
-177.645	-155.284	109.505
-177.697	-155.329	109.537
-177.749	-155.375	109.568
-177.801	-155.421	109.6
-177.853	-155.466	109.632
-177.905	-155.512	109.663
-177.957	-155.557	109.695
-178.01	-155.603	109.727
-178.062	-155.648	109.758
-178.114	-155.694	109.79
-178.166	-155.739	109.822
-178.218	-155.785	109.854
-178.27	-155.831	109.885
-178.322	-155.876	109.917
-178.374	-155.922	109.949
-178.426	-155.967	109.98
-178.478	-156.013	110.012
-178.53	-156.058	110.044
-178.582	-156.104	110.075
-178.634	-156.149	110.107
-178.686	-156.195	110.139
-178.739	-156.24	110.17
-178.791	-156.286	110.202
-178.843	-156.332	110.234
-178.895	-156.377	110.265
-178.947	-156.423	110.297
-178.999	-156.468	110.329
-179.051	-156.514	110.361
-179.103	-156.559	110.392
-179.155	-156.605	110.424
-179.207	-156.65	110.456
-179.259	-156.696	110.487
-179.311	-156.742	110.519
-179.363	-156.787	110.551
-179.416	-156.833	110.582
-179.468	-156.878	110.614
-179.52	-156.924	110.646
-179.572	-156.969	110.677
-179.624	-157.015	110.709
-179.676	-157.06	110.741
-179.728	-157.106	110.773
-179.78	-157.152	110.804
-179.832	-157.197	110.836
-179.884	-157.243	110.868
-179.936	-157.288	110.899
-179.988	-157.334	110.931
-180.04	-157.379	110.963
-180.092	-157.425	110.994
-180.145	-157.47	111.026
-180.197	-157.516	111.058
-180.249	-157.561	111.089
-180.301	-157.607	111.121
-180.353	-157.653	111.153
-180.405	-157.698	111.185
-180.457	-157.744	111.216
-180.509	-157.789	111.248
-180.561	-157.835	111.28
-180.613	-157.88	111.311
-180.665	-157.926	111.343
-180.717	-157.971	111.375
-180.769	-158.017	111.406
-180.822	-158.063	111.438
-180.874	-158.108	111.47
-180.926	-158.154	111.501
-180.978	-158.199	111.533
-181.03	-158.245	111.565
-181.082	-158.29	111.597
-181.134	-158.336	111.628
-181.186	-158.381	111.66
-181.238	-158.427	111.692
-181.29	-158.472	111.723
-181.342	-158.518	111.755
-181.394	-158.564	111.787
-181.446	-158.609	111.818
-181.498	-158.655	111.85
-181.551	-158.7	111.882
-181.603	-158.746	111.913
-181.655	-158.791	111.945
-181.707	-158.837	111.977
-181.759	-158.882	112.009
-181.811	-158.928	112.04
-181.863	-158.974	112.072
-181.915	-159.019	112.104
-181.967	-159.065	112.135
-182.019	-159.11	112.167
-182.071	-159.156	112.199
-182.123	-159.201	112.23
-182.175	-159.247	112.262
-182.228	-159.292	112.294
-182.28	-159.338	112.325
-182.332	-159.384	112.357
-182.384	-159.429	112.389
-182.436	-159.475	112.421
-182.488	-159.52	112.452
-182.54	-159.566	112.484
-182.592	-159.611	112.516
-182.644	-159.657	112.547
-182.696	-159.702	112.579
-182.748	-159.748	112.611
-182.8	-159.793	112.642
-182.852	-159.839	112.674
-182.904	-159.885	112.706
-182.957	-159.93	112.737
-183.009	-159.976	112.769
-183.061	-160.021	112.801
-183.113	-160.067	112.833
-183.165	-160.112	112.864
-183.217	-160.158	112.896
-183.269	-160.203	112.928
-183.321	-160.249	112.959
-183.373	-160.295	112.991
-183.425	-160.34	113.023
-183.477	-160.386	113.054
-183.529	-160.431	113.086
-183.581	-160.477	113.118
-183.634	-160.522	113.149
-183.686	-160.568	113.181
-183.738	-160.613	113.213
-183.79	-160.659	113.245
-183.842	-160.705	113.276
-183.894	-160.75	113.308
-183.946	-160.796	113.34
-183.998	-160.841	113.371
-184.05	-160.887	113.403
-184.102	-160.932	113.435
-184.154	-160.978	113.466
-184.206	-161.023	113.498
-184.258	-161.069	113.53
-184.311	-161.114	113.561
-184.363	-161.16	113.593
-184.415	-161.206	113.625
-184.467	-161.251	113.656
-184.519	-161.297	113.688
-184.571	-161.342	113.72
-184.623	-161.388	113.752
-184.675	-161.433	113.783
-184.727	-161.479	113.815
-184.779	-161.524	113.847
-184.831	-161.57	113.878
-184.883	-161.616	113.91
-184.935	-161.661	113.942
-184.987	-161.707	113.973
-185.04	-161.752	114.005
-185.092	-161.798	114.037
-185.144	-161.843	114.068
-185.196	-161.889	114.1
-185.248	-161.934	114.132
-185.3	-161.98	114.164
-185.352	-162.025	114.195
-185.404	-162.071	114.227
-185.456	-162.117	114.259
-185.508	-162.162	114.29
-185.56	-162.208	114.322
-185.612	-162.253	114.354
-185.664	-162.299	114.385
-185.717	-162.344	114.417
-185.769	-162.39	114.449
-185.821	-162.435	114.48
-185.873	-162.481	114.512
-185.925	-162.527	114.544
-185.977	-162.572	114.576
-186.029	-162.618	114.607
-186.081	-162.663	114.639
-186.133	-162.709	114.671
-186.185	-162.754	114.702
-186.237	-162.8	114.734
-186.289	-162.845	114.766
-186.341	-162.891	114.797
-186.393	-162.937	114.829
-186.446	-162.982	114.861
-186.498	-163.028	114.892
-186.55	-163.073	114.924
-186.602	-163.119	114.956
-186.654	-163.164	114.988
-186.706	-163.21	115.019
-186.758	-163.255	115.051
-186.81	-163.301	115.083
-186.862	-163.346	115.114
-186.914	-163.392	115.146
-186.966	-163.438	115.178
-187.018	-163.483	115.209
-187.07	-163.529	115.241
-187.123	-163.574	115.273
-187.175	-163.62	115.304
-187.227	-163.665	115.336
-187.279	-163.711	115.368
-187.331	-163.756	115.4
-187.383	-163.802	115.431
-187.435	-163.848	115.463
-187.487	-163.893	115.495
-187.539	-163.939	115.526
-187.591	-163.984	115.558
-187.643	-164.03	115.59
-187.695	-164.075	115.621
-187.747	-164.121	115.653
-187.799	-164.166	115.685
-187.852	-164.212	115.716
-187.904	-164.258	115.748
-187.956	-164.303	115.78
-188.008	-164.349	115.812
-188.06	-164.394	115.843
-188.112	-164.44	115.875
-188.164	-164.485	115.907
-188.216	-164.531	115.938
-188.268	-164.576	115.97
-188.32	-164.622	116.002
-188.372	-164.667	116.033
-188.424	-164.713	116.065
-188.476	-164.759	116.097
-188.529	-164.804	116.128
-188.581	-164.85	116.16
-188.633	-164.895	116.192
-188.685	-164.941	116.224
-188.737	-164.986	116.255
-188.789	-165.032	116.287
-188.841	-165.077	116.319
-188.893	-165.123	116.35
-188.945	-165.169	116.382
-188.997	-165.214	116.414
-189.049	-165.26	116.445
-189.101	-165.305	116.477
-189.153	-165.351	116.509
-189.205	-165.396	116.54
-189.258	-165.442	116.572
-189.31	-165.487	116.604
-189.362	-165.533	116.636
-189.414	-165.578	116.667
-189.466	-165.624	116.699
-189.518	-165.67	116.731
-189.57	-165.715	116.762
-189.622	-165.761	116.794
-189.674	-165.806	116.826
-189.726	-165.852	116.857
-189.778	-165.897	116.889
-189.83	-165.943	116.921
-189.882	-165.988	116.952
-189.935	-166.034	116.984
-189.987	-166.08	117.016
-190.039	-166.125	117.048
-190.091	-166.171	117.079
-190.143	-166.216	117.111
-190.195	-166.262	117.143
-190.247	-166.307	117.174
-190.299	-166.353	117.206
-190.351	-166.398	117.238
-190.403	-166.444	117.269
-190.455	-166.49	117.301
-190.507	-166.535	117.333
-190.559	-166.581	117.364
-190.612	-166.626	117.396
-190.664	-166.672	117.428
-190.716	-166.717	117.459
-190.768	-166.763	117.491
-190.82	-166.808	117.523
-190.872	-166.854	117.555
-190.924	-166.899	117.586
-190.976	-166.945	117.618
-191.028	-166.991	117.65
-191.08	-167.036	117.681
-191.132	-167.082	117.713
-191.184	-167.127	117.745
-191.236	-167.173	117.776
-191.288	-167.218	117.808
-191.341	-167.264	117.84
-191.393	-167.309	117.871
-191.445	-167.355	117.903
-191.497	-167.401	117.935
-191.549	-167.446	117.967
-191.601	-167.492	117.998
-191.653	-167.537	118.03
-191.705	-167.583	118.062
-191.757	-167.628	118.093
-191.809	-167.674	118.125
-191.861	-167.719	118.157
-191.913	-167.765	118.188
-191.965	-167.811	118.22
-192.018	-167.856	118.252
-192.07	-167.902	118.283
-192.122	-167.947	118.315
-192.174	-167.993	118.347
-192.226	-168.038	118.379
-192.278	-168.084	118.41
-192.33	-168.129	118.442
-192.382	-168.175	118.474
-192.434	-168.22	118.505
-192.486	-168.266	118.537
-192.538	-168.312	118.569
-192.59	-168.357	118.6
-192.642	-168.403	118.632
-192.694	-168.448	118.664
-192.747	-168.494	118.695
-192.799	-168.539	118.727
-192.851	-168.585	118.759
-192.903	-168.63	118.791
-192.955	-168.676	118.822
-193.007	-168.722	118.854
-193.059	-168.767	118.886
-193.111	-168.813	118.917
-193.163	-168.858	118.949
