# BLOCK:    VELOCITY:    BLOCK_POFV:    AVE_POFV:    ERROR:
          18    0.848528    0.372508     0.32008   0.0146885
          18     1.03709    0.363055    0.362463   0.0129309
          18     1.22565    0.457704    0.419144   0.0138808
          18     1.41421    0.451247    0.481692   0.0172384
          18     1.60278    0.590753    0.462469   0.0157859
          18     1.79134    0.427701    0.429855    0.018539
          18      1.9799    0.502586    0.437352   0.0137282
          18     2.16846    0.413142    0.388242   0.0117139
          18     2.35702    0.333789    0.385482   0.0173726
          18     2.54558    0.308328    0.330571   0.0201423
          18     2.73415    0.243952     0.26599   0.0149371
          18     2.92271    0.102236    0.187831   0.0172408
          18     3.11127    0.124137    0.131449  0.00956956
          18     3.29983    0.118931   0.0938908  0.00696184
          18     3.48839    0.065211   0.0721579  0.00634828
          18     3.67696   0.0191999   0.0498944  0.00646076
          18     3.86552   0.0633941   0.0350798  0.00412316
          18     4.05408   0.0349379   0.0247174  0.00501519
          18     4.24264  0.00299538   0.0120415  0.00318585
          18      4.4312           0   0.0076194  0.00176696
          18     4.61976           0  0.00400476  0.00142348
          18     4.80833           0 0.000380561 0.000194861
          18     4.99689           0 0.000265983 0.000178141
          18     5.18545           0 0.000405113 0.000346623
          18     5.37401           0  0.00373604  0.00242346
          18     5.56257           0  0.00125762 0.000734737

          19   0.0942809  0.00324091  0.00762156   0.0017618
          19    0.282843   0.0219498   0.0434666  0.00739676
          19    0.471405    0.106213    0.111297  0.00786129
          19    0.659966    0.310955    0.235315   0.0121296
          19    0.848528    0.367769     0.32259   0.0141282
          19     1.03709    0.383679     0.36358   0.0122985
          19     1.22565    0.426523    0.419532   0.0131556
          19     1.41421    0.447319    0.479883   0.0164257
          19     1.60278    0.490285    0.463933   0.0150228
          19     1.79134      0.4113    0.428879   0.0175889
          19      1.9799    0.460896    0.438591   0.0130615
          19     2.16846     0.37209    0.387392   0.0111281
          19     2.35702    0.321513    0.382115   0.0167813
          19     2.54558     0.21444    0.324459    0.019988
          19     2.73415    0.340762    0.269926   0.0146602
          19     2.92271    0.189127    0.187899   0.0163335
          19     3.11127      0.1755    0.133767  0.00934253
          19     3.29983   0.0810227   0.0932135  0.00662829
          19     3.48839    0.134768   0.0754532  0.00681596
          19     3.67696   0.0321881   0.0489625  0.00618756
          19     3.86552  0.00680099   0.0335914  0.00416613
          19     4.05408  0.00495957   0.0236775  0.00485785
          19     4.24264           0   0.0114078  0.00308057
          19      4.4312           0  0.00721838  0.00171887
          19     4.61976           0  0.00379398  0.00136407
          19     4.80833           0 0.000360531 0.000185632
