1	12	15	34	9	8	26	10	24	11	28	6	13	16	3	14	17	25	5	27	29	19	33	2	21	22	32	30	7	4	23	20	31	18	
1	1.22649	1.69918	
12	2.33157	1.93293	
15	2.57893	2.39268	
34	2.72751	2.51365	
9	2.79233	5.45858	
8	1.68325	5.72439	
26	0.527608	4.53507	
10	0.173017	5.83179	
24	1.2096	6.80137	
11	0.646429	7.54654	
28	2.2611	9.9461	
6	3.71496	8.36567	
13	4.93226	7.56047	
16	4.71797	5.84917	
3	4.77115	5.71835	
14	4.79138	4.9426	
17	6.16809	5.80468	
25	5.77269	8.40005	
5	6.56019	9.05484	
27	7.65764	9.70267	
29	9.18855	9.39875	
19	9.31865	7.54052	
33	9.85475	3.99022	
2	7.29649	3.31166	
21	6.86006	3.69351	
22	6.51955	2.13852	
32	7.13423	1.11777	
30	8.13285	0.179424	
7	7.76048	0.211376	
4	7.05029	0.860072	
23	6.7838	0.982145	
20	5.01858	0.24284	
31	1.33804	0.534795	
18	0.839539	1.59259	
1	1.22649	1.69918
